STATE,ST_CASE,VE_TOTAL,PEDS,PERSONS,COUNTY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,LATITUDE,LONGITUD,MAN_COLL,WEATHER,SCH_BUS,ARR_HOUR,ARR_MIN,CF1,CF2,CF3,FATALS,DRUNK_DR
1,10057,1,0,1,45,19,1,2013,7,0,38,0,31.32023333,-85.786875,0,1,0,0,50,0,0,0,1,1
1,10058,2,0,4,97,30,1,2013,4,6,5,0,30.66333889,-88.10314167,8,2,0,6,11,0,0,0,1,0
1,10059,1,0,1,131,1,2,2013,6,21,50,1,32.167725,-87.494,0,1,0,22,20,0,0,0,1,1
1,10060,1,1,1,95,2,2,2013,7,21,55,0,34.45711111,-86.55695,0,1,0,22,14,0,0,0,1,0
1,10061,2,0,5,21,2,2,2013,7,23,41,0,32.92521667,-86.72478056,2,10,0,23,53,0,0,0,1,2
1,10062,2,0,2,9,3,2,2013,1,5,0,1,34.16678333,-86.51651111,6,10,0,5,25,0,0,0,1,0
1,10063,1,0,1,15,3,2,2013,1,22,1,0,33.66639444,-85.81643611,0,1,0,22,8,0,0,0,1,0
1,10064,1,0,1,71,4,2,2013,2,11,45,0,34.53489167,-85.99106111,0,10,0,11,57,0,0,0,1,0
1,10065,2,0,3,71,5,2,2013,3,10,20,0,34.609775,-86.06942778,6,1,0,10,25,0,0,0,1,0
1,10066,1,0,1,77,6,2,2013,4,20,45,0,34.99152222,-87.91041389,0,10,0,21,15,0,0,0,1,0
1,10067,2,0,3,97,6,2,2013,4,23,45,0,30.61747222,-88.23286389,6,2,0,99,99,0,0,0,1,1
1,10068,1,0,1,89,8,2,2013,6,11,37,0,34.74193611,-86.55331389,0,10,0,11,47,0,0,0,1,0
1,10069,1,0,1,47,8,2,2013,6,16,35,0,32.40029722,-86.99250278,0,10,0,16,40,0,0,0,1,1
1,10070,1,0,1,65,9,2,2013,7,2,0,0,32.77071667,-87.74954722,0,1,0,2,20,0,0,0,1,1
1,10071,1,2,1,125,10,2,2013,1,14,6,0,33.21193889,-87.50458333,0,2,0,88,88,0,0,0,1,0
1,10072,2,0,5,73,13,2,2013,4,17,46,0,33.54458056,-86.59161667,6,1,0,18,0,0,0,0,1,0
1,10073,1,0,2,97,9,2,2013,7,21,0,1,30.73885833,-88.11025556,0,1,0,21,5,0,0,0,1,1
1,10074,2,0,4,73,28,1,2013,2,18,45,0,33.72488056,-86.6354,2,10,0,18,45,0,0,0,1,0
1,10075,2,0,4,63,18,1,2013,6,7,47,1,32.73925833,-88.09642778,0,1,0,8,24,19,0,0,1,0
1,10076,1,0,1,73,23,1,2013,4,2,12,0,33.49853611,-86.74376389,0,1,0,3,53,0,0,0,1,0
1,10077,1,0,1,123,24,1,2013,5,11,20,0,33.06445278,-85.86788611,0,1,0,11,45,0,0,0,1,0
1,10078,1,0,5,73,25,1,2013,6,17,10,0,33.69848333,-86.59688333,0,10,0,17,23,0,0,0,2,0
1,10079,1,0,1,125,27,1,2013,1,3,30,0,33.22036667,-87.59966944,0,1,0,6,53,0,0,0,1,1
1,10080,1,0,1,73,16,2,2013,7,5,0,1,33.56139722,-86.82790833,0,1,0,5,15,0,0,0,1,0
1,10081,2,0,5,73,5,2,2013,3,19,8,1,33.43403056,-86.87503889,6,1,0,19,14,0,0,0,2,0
1,10082,2,0,3,3,6,2,2013,4,10,0,1,30.73125833,-87.79267778,6,1,0,10,25,0,0,0,1,0
1,10083,1,0,1,3,7,2,2013,5,17,52,0,30.25233611,-87.75365,0,1,0,18,1,0,0,0,1,1
1,10084,1,0,2,115,8,2,2013,6,17,0,0,33.70124444,-86.16073611,0,1,0,17,30,0,0,0,1,1
1,10085,1,0,1,73,11,2,2013,2,17,8,0,33.80976667,-86.80098056,0,2,0,17,11,0,0,0,1,0
1,10086,2,0,4,3,11,2,2013,2,12,0,1,30.41446944,-87.52835556,2,2,0,12,25,0,0,0,1,0
1,10087,1,0,1,73,12,2,2013,3,11,0,1,33.52064444,-86.85390278,0,2,0,11,7,0,0,0,1,0
1,10088,1,0,1,43,16,2,2013,7,0,15,1,33.93535,-86.96766667,0,1,0,1,6,0,0,0,1,1
1,10089,1,0,2,79,16,2,2013,7,20,50,1,34.50449167,-87.15173611,0,1,0,21,15,20,0,0,1,1
1,10090,1,0,1,109,16,2,2013,7,10,5,0,31.74394167,-85.95863056,0,1,0,10,17,0,0,0,1,0
1,10091,1,0,1,21,17,2,2013,1,7,10,0,32.90567778,-86.61260556,0,1,0,88,88,0,0,0,1,0
1,10092,2,0,2,101,18,2,2013,2,7,40,0,32.04075556,-86.01840278,2,1,0,8,5,0,0,0,2,0
1,10093,1,0,2,19,21,2,2013,5,23,30,0,34.06871111,-85.55721111,0,2,0,23,50,0,0,0,1,0
1,10094,1,0,1,97,24,2,2013,1,2,40,0,30.54189722,-88.26932222,0,10,0,3,10,0,0,0,1,1
1,10095,1,0,2,115,24,2,2013,1,0,5,0,33.69025556,-86.42168889,0,10,0,0,15,0,0,0,1,1
1,10096,1,0,1,101,3,2,2013,1,20,7,0,32.364275,-86.36231111,0,1,0,20,11,0,0,0,1,1
1,10097,1,0,2,9,14,2,2013,5,12,16,0,33.88036111,-86.525625,0,1,0,12,30,0,0,0,1,0
1,10098,1,0,1,125,20,2,2013,4,2,0,0,33.20890833,-87.51264167,0,1,0,2,7,0,0,0,1,1
1,10099,1,0,1,3,21,2,2013,5,4,10,0,31.08092222,-87.83376389,0,1,0,4,45,0,0,0,1,1
1,10100,1,0,2,43,23,2,2013,7,11,40,0,34.17270833,-86.74259722,0,10,0,11,47,0,0,0,1,0
1,10101,1,0,1,117,24,2,2013,1,12,5,0,33.19868056,-86.70037778,0,1,0,12,16,0,0,0,1,0
1,10102,1,0,2,63,27,2,2013,4,22,30,0,32.64123611,-87.82818889,0,1,0,0,0,0,0,0,1,1
1,10103,4,0,5,21,28,2,2013,5,14,40,1,33.01837222,-86.71443889,1,10,0,14,50,27,0,0,1,0
1,10104,5,0,8,97,28,2,2013,5,15,25,0,30.66115833,-88.19823056,6,1,0,15,32,0,0,0,1,0
1,10105,1,0,1,97,3,3,2013,1,6,0,0,30.628675,-88.13548611,0,10,0,6,7,0,0,0,1,1
1,10106,2,0,1,103,19,2,2013,3,22,0,0,34.50016111,-86.68660556,0,1,0,22,14,0,0,0,1,1
1,10107,1,0,1,69,25,2,2013,2,18,30,1,31.22215833,-85.36058056,0,2,0,23,10,0,0,0,1,0
1,10108,1,0,1,99,26,2,2013,3,22,23,0,31.62449444,-87.43385,0,10,0,22,58,0,0,0,1,1
1,10109,2,0,3,105,28,2,2013,5,19,20,0,32.452825,-87.51278611,2,10,0,20,15,0,0,0,1,0
1,10110,1,0,1,55,10,3,2013,1,1,10,1,33.90153611,-86.02960833,0,1,0,1,17,0,0,0,1,0
1,10111,1,0,1,73,11,3,2013,2,16,31,0,33.39735833,-86.97785833,0,10,0,16,38,0,0,0,1,0
1,10112,2,0,7,121,1,3,2013,6,23,10,1,33.31792778,-86.19625,2,1,0,23,37,0,0,0,2,1
1,10113,1,1,1,97,3,3,2013,1,18,21,1,30.6918,-88.06199167,0,1,0,18,25,0,0,0,1,0
1,10114,2,0,3,55,3,3,2013,1,19,2,1,34.01503611,-86.00016944,6,1,0,19,6,20,0,0,1,1
1,10115,1,0,3,7,3,3,2013,1,23,10,1,33.018575,-87.2539,0,10,0,23,25,0,0,0,1,0
1,10116,1,0,1,63,3,3,2013,1,12,50,0,32.90741111,-87.86522222,0,1,0,13,13,0,0,0,1,0
1,10117,1,0,1,93,5,3,2013,3,18,20,0,34.19551389,-87.72854722,0,1,0,18,39,0,0,0,1,0
1,10118,1,0,1,91,5,3,2013,3,13,0,1,32.44396389,-87.97706667,0,2,0,14,0,0,0,0,1,0
1,10119,1,0,1,23,6,3,2013,4,9,30,1,31.76975833,-88.18808611,0,1,0,88,88,0,0,0,1,1
1,10120,3,0,1,113,7,3,2013,5,7,51,0,32.47519722,-85.05241389,0,1,0,8,7,0,0,0,1,0
1,10121,2,0,3,93,8,3,2013,6,10,15,0,34.12246389,-88.04064444,6,1,0,10,25,0,0,0,1,0
1,10122,1,1,1,115,10,3,2013,1,3,40,0,33.854975,-86.33983333,0,1,0,4,5,0,0,0,2,1
1,10123,2,0,4,1,8,3,2013,6,15,25,0,32.477925,-86.85471944,6,1,0,15,50,0,0,0,2,0
1,10124,1,0,1,73,23,3,2013,7,0,35,0,33.32408056,-86.90377778,0,10,0,0,50,0,0,0,1,0
1,10125,2,0,5,101,26,2,2013,3,3,20,1,32.32666667,-86.315975,6,10,0,3,27,0,0,0,1,1
1,10126,1,0,3,93,6,3,2013,4,14,48,0,34.03252222,-87.905625,0,1,0,15,9,20,0,0,1,1
1,10127,1,0,1,101,9,3,2013,7,22,16,1,32.37891389,-86.31074167,0,1,0,22,21,0,0,0,1,1
1,10128,1,1,2,3,10,3,2013,1,14,21,0,30.26271389,-87.61353056,0,10,0,14,27,0,0,0,1,0
1,10129,1,0,1,119,10,3,2013,1,16,15,0,32.36613056,-88.36540556,0,1,0,16,50,0,0,0,1,1
1,10130,2,0,15,97,11,3,2013,2,14,27,0,30.46495833,-88.11463889,6,1,0,14,35,0,0,0,1,0
1,10131,1,0,2,5,11,3,2013,2,19,37,0,31.64189444,-85.67625278,0,2,0,20,4,0,0,0,1,0
1,10132,1,0,2,133,12,3,2013,3,15,35,0,34.21260278,-87.60422778,0,1,0,15,37,0,0,0,1,0
1,10133,1,0,2,111,13,3,2013,4,9,55,1,33.42530833,-85.55146667,0,1,0,10,20,0,0,0,1,0
1,10134,1,0,1,17,13,3,2013,4,9,35,0,32.94077222,-85.20790833,0,1,0,9,56,0,0,0,1,0
1,10135,1,1,1,97,14,3,2013,5,6,10,1,30.64913611,-88.12099444,0,1,0,6,21,19,0,0,1,0
1,10136,2,0,3,117,15,3,2013,6,11,40,0,33.40637222,-86.68053056,2,1,0,11,48,0,0,0,1,0
1,10137,1,0,2,87,16,3,2013,7,20,48,0,32.245325,-85.58056111,0,1,0,21,3,0,0,0,1,1
1,10138,1,0,1,51,17,3,2013,1,20,38,0,32.49999167,-86.3949,0,10,0,20,49,0,0,0,1,0
1,10139,1,0,1,127,18,3,2013,2,7,50,0,33.89865833,-87.41574444,0,2,0,8,5,0,0,0,1,0
1,10140,2,0,3,127,18,3,2013,2,8,15,0,33.86039722,-87.17250278,2,2,0,8,40,0,0,0,2,0
1,10141,2,0,3,29,21,3,2013,5,17,25,0,33.5816,-85.469225,2,1,0,17,45,0,0,0,3,0
1,10142,1,0,1,91,22,3,2013,6,6,45,1,32.46851944,-87.79249167,0,10,0,7,0,0,0,0,1,1
1,10143,2,0,5,37,22,3,2013,6,21,23,1,32.90430278,-86.21404444,2,10,0,21,32,0,0,0,2,0
1,10144,2,0,2,55,21,3,2013,5,15,38,1,33.98298056,-85.81733889,2,1,1,15,43,0,0,0,1,0
1,10145,2,1,4,73,12,2,2013,3,18,12,1,33.60245,-86.69117222,0,2,0,18,19,0,0,0,1,0
1,10146,2,0,4,73,21,2,2013,5,5,10,1,33.61901944,-86.73836389,1,10,0,5,24,0,0,0,1,0
1,10147,2,0,3,55,4,3,2013,2,10,52,1,33.99192778,-86.03551389,6,1,0,10,55,0,0,0,1,0
1,10148,2,0,3,23,12,3,2013,3,7,47,0,32.10981667,-88.20051389,2,1,0,7,52,0,0,0,1,1
1,10149,2,0,2,91,14,3,2013,5,3,16,1,32.48929722,-87.86156944,6,1,0,3,13,0,0,0,1,1
1,10150,1,0,2,97,19,3,2013,3,7,5,1,30.89388889,-88.01699167,0,1,0,7,21,0,0,0,1,0
1,10151,1,0,2,73,23,2,2013,7,5,37,0,33.4992,-86.72571111,0,5,0,5,47,0,0,0,1,1
1,10152,2,0,5,121,5,3,2013,3,13,57,1,33.2594,-86.34693611,6,2,0,13,58,0,0,0,1,0
1,10153,2,0,2,45,22,3,2013,6,22,19,1,31.27753333,-85.68229722,7,1,0,22,36,0,0,0,1,1
1,10154,1,0,1,97,23,3,2013,7,1,0,1,30.6869,-88.04156944,0,1,0,1,12,0,0,0,1,0
1,10155,2,0,3,73,8,3,2013,6,15,49,1,33.38514722,-86.80490556,6,1,0,15,53,0,0,0,1,0
1,10156,1,2,2,33,9,3,2013,7,1,40,0,34.74185556,-87.51895556,0,1,0,2,0,0,0,0,1,0
1,10157,1,0,3,101,11,3,2013,2,23,20,1,32.37251944,-86.03919444,0,10,0,23,40,0,0,0,1,1
1,10158,1,0,2,27,11,3,2013,2,15,18,0,33.177,-86.14995278,0,2,0,15,30,0,0,0,1,0
1,10159,1,0,1,3,17,3,2013,1,12,15,0,31.17471389,-87.76577778,0,1,0,12,30,0,0,0,1,0
1,10160,1,0,1,103,23,3,2013,7,4,45,1,34.31163056,-86.59871389,0,2,0,4,45,0,0,0,1,0
1,10161,1,0,1,65,24,3,2013,1,19,55,0,32.91141944,-87.68082778,0,1,0,20,20,0,0,0,1,1
1,10162,2,0,2,83,26,3,2013,3,2,10,1,34.65618611,-86.80353889,2,10,0,2,24,0,0,0,1,1
1,10163,1,0,1,89,27,3,2013,4,0,56,1,34.71760833,-86.55876389,0,1,0,1,2,0,0,0,1,0
1,10164,1,0,1,111,28,3,2013,5,17,11,0,33.406575,-85.39684722,0,1,0,17,29,0,0,0,1,1
1,10165,2,0,3,97,29,3,2013,6,23,22,0,30.72943889,-88.07051111,9,1,0,23,22,0,0,0,2,1
1,10166,2,0,2,89,31,3,2013,1,12,43,0,34.81769167,-86.49179167,6,2,0,12,57,0,0,0,1,0
1,10167,2,0,3,121,29,1,2013,3,7,0,1,33.15647778,-86.27037778,6,10,0,7,13,0,0,0,1,0
1,10168,1,0,1,111,10,3,2013,1,16,20,0,33.28132778,-85.33188056,0,1,0,16,40,0,0,0,1,0
1,10169,2,0,2,131,25,3,2013,2,13,0,0,31.99367222,-86.92472778,1,1,0,13,30,0,0,0,1,0
1,10170,1,0,3,65,26,3,2013,3,17,45,0,32.68078611,-87.62340556,0,1,0,18,10,0,0,0,1,0
1,10171,1,0,2,115,26,3,2013,3,13,40,0,33.51652222,-86.30165833,0,10,0,13,45,0,0,0,1,0
1,10172,4,0,3,39,28,3,2013,5,21,40,0,31.49251389,-86.68685833,2,1,0,22,7,19,0,0,1,0
1,10173,2,0,6,1,30,3,2013,7,12,30,1,32.70248611,-86.52191111,9,1,0,12,40,0,0,0,1,0
1,10174,2,0,2,31,29,3,2013,6,8,48,1,31.334075,-85.84901389,7,1,0,8,57,0,0,0,1,0
1,10175,2,0,11,3,1,4,2013,2,16,28,0,30.27667778,-87.55840833,2,1,0,16,32,0,0,0,1,0
1,10176,2,0,3,73,2,4,2013,3,17,30,1,33.424875,-86.886975,6,1,0,17,42,0,0,0,1,0
1,10177,2,0,2,35,4,4,2013,5,7,30,0,31.27234722,-86.84570556,2,2,0,7,40,0,0,0,2,0
1,10178,2,0,2,23,5,4,2013,6,12,0,1,31.77225278,-88.40376944,6,1,0,12,15,0,0,0,1,0
1,10179,4,0,6,9,5,4,2013,6,14,0,0,34.02597222,-86.45036944,8,1,0,14,10,0,0,0,2,0
1,10180,1,0,1,41,5,4,2013,6,8,30,1,31.73498611,-86.28727778,0,10,0,8,40,0,0,0,1,0
1,10181,3,0,4,97,6,4,2013,7,15,45,0,30.39198889,-88.10948333,6,1,0,16,0,0,0,0,1,0
1,10182,1,0,1,113,6,4,2013,7,4,48,1,32.46081944,-85.17331667,0,1,0,5,1,0,0,0,1,0
1,10183,2,0,3,9,6,4,2013,7,21,30,0,34.01160278,-86.38996667,2,1,0,21,40,0,0,0,2,0
1,10184,1,0,1,49,6,4,2013,7,4,30,0,34.319975,-85.81860556,0,1,0,7,31,0,0,0,1,1
1,10185,1,0,1,117,6,4,2013,7,18,50,0,33.23005833,-86.56615,0,1,0,18,57,0,0,0,1,0
1,10186,2,0,2,83,7,4,2013,1,19,15,1,34.946725,-86.89428611,1,1,0,19,34,0,0,0,1,0
1,10187,1,1,1,97,7,4,2013,1,0,8,0,30.67593611,-88.13163611,0,1,0,0,18,0,0,0,1,0
1,10188,2,0,3,25,8,4,2013,2,7,40,0,31.97134444,-87.88379167,2,5,0,8,8,0,0,0,1,0
1,10189,1,0,1,127,12,4,2013,6,14,35,1,33.79663333,-87.24533889,0,1,0,14,45,0,0,0,1,0
1,10190,1,0,2,65,12,4,2013,6,16,10,0,32.73699444,-87.61059444,0,1,0,17,0,0,0,0,1,0
1,10191,2,0,2,125,12,4,2013,6,12,41,1,33.16991111,-87.49683056,6,1,0,12,44,0,0,0,1,0
1,10192,1,0,1,89,13,4,2013,7,16,27,1,34.71517778,-86.54578889,0,1,0,16,34,0,0,0,1,0
1,10193,1,0,2,1,15,4,2013,2,3,15,1,32.48795278,-86.54148333,0,2,0,4,45,0,0,0,1,0
1,10194,1,0,1,89,16,4,2013,3,14,14,1,34.67236944,-86.57478333,0,10,0,14,36,0,0,0,1,0
1,10195,1,0,1,55,18,4,2013,5,10,38,1,33.98453333,-85.9627,0,1,0,10,45,20,0,0,1,0
1,10196,1,0,1,51,1,4,2013,2,12,14,0,32.57476667,-85.95537778,0,1,0,12,24,0,0,0,1,0
1,10197,2,0,4,123,5,4,2013,6,23,4,0,32.97231389,-85.934775,6,1,0,23,11,0,0,0,2,1
1,10198,1,0,3,97,5,4,2013,6,3,0,0,30.66431389,-88.08771667,0,1,0,3,5,0,0,0,1,0
1,10199,2,0,3,55,8,4,2013,2,17,2,1,34.00878056,-85.98561667,1,1,0,17,7,0,0,0,1,0
1,10200,2,0,3,35,11,4,2013,5,4,20,1,31.42024444,-87.03880556,6,10,0,4,28,0,0,0,1,0
1,10201,1,0,6,105,12,2,2013,3,18,45,0,32.63922778,-87.29569167,0,2,0,19,10,0,0,0,1,0
1,10202,1,0,1,73,21,2,2013,5,12,22,1,33.58694444,-86.6927,0,1,0,12,31,0,0,0,1,0
1,10203,1,1,1,95,16,3,2013,7,19,30,0,34.47775278,-86.21788333,0,1,0,88,88,0,0,0,1,1
1,10204,2,0,6,95,6,4,2013,7,12,47,1,34.25423333,-86.19460556,2,1,0,12,57,0,0,0,2,0
1,10205,2,1,2,73,18,4,2013,5,4,5,1,33.55285278,-86.83069167,0,10,0,4,10,0,0,0,2,0
1,10206,1,0,5,109,3,4,2013,4,16,30,0,31.74143333,-85.901775,0,1,0,16,55,0,0,0,2,0
1,10207,2,0,4,79,30,4,2013,3,7,40,1,34.58818333,-87.42297778,6,1,0,8,15,0,0,0,1,0
1,10208,1,0,1,11,6,4,2013,7,22,0,0,32.09250556,-85.77029444,0,1,0,88,88,0,0,0,1,1
1,10209,3,0,3,71,8,4,2013,2,12,55,0,34.63086944,-85.89591389,6,10,0,13,5,0,0,0,1,0
1,10210,1,0,1,73,13,4,2013,7,21,21,0,33.54022778,-86.77568889,0,1,0,21,40,0,0,0,1,0
1,10211,1,0,2,21,14,4,2013,1,12,20,0,32.73898889,-86.49149444,0,2,0,12,35,0,0,0,1,0
1,10212,4,0,5,73,2,4,2013,3,16,0,1,33.54881667,-86.74765556,2,1,0,16,7,14,0,0,1,0
1,10213,2,1,1,3,14,4,2013,1,0,45,1,30.65925278,-87.94006667,0,10,0,0,55,19,0,0,1,0
1,10214,2,0,7,59,14,4,2013,1,15,8,1,34.55210556,-87.69346389,6,10,0,15,19,0,0,0,1,0
1,10215,1,0,2,83,14,4,2013,1,14,20,1,34.95046389,-86.89311389,0,10,0,14,30,0,0,0,1,0
1,10216,2,0,3,101,15,4,2013,2,7,29,1,32.3857,-86.21036111,6,10,0,7,35,0,0,0,1,0
1,10217,1,1,3,117,17,4,2013,4,16,25,0,33.1423,-86.68508889,0,1,0,16,37,0,0,0,1,0
1,10218,1,0,1,49,18,4,2013,5,11,0,0,34.28965556,-85.92465,0,1,0,11,10,0,0,0,1,0
1,10219,1,0,1,97,18,4,2013,5,0,3,0,30.55712222,-88.232975,0,1,0,0,18,0,0,0,1,1
1,10220,1,1,1,115,16,4,2013,3,8,37,1,33.57869167,-86.46373611,0,10,0,8,50,19,15,0,1,0
1,10221,1,0,3,87,19,4,2013,6,23,35,0,32.36384722,-85.84682222,0,1,0,23,53,0,0,0,1,1
1,10222,1,1,0,125,19,4,2013,6,7,25,1,33.17198611,-87.44659722,0,2,0,7,48,0,0,0,1,0
1,10223,1,0,3,53,19,4,2013,6,7,41,0,31.14072222,-87.12474444,0,2,0,7,53,0,0,0,1,0
1,10224,1,0,1,33,20,4,2013,7,10,5,0,34.78562222,-87.52295278,0,1,0,10,29,0,0,0,1,0
1,10225,1,0,1,3,20,4,2013,7,20,45,0,30.43599444,-87.704325,0,1,0,20,55,0,0,0,1,1
