STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,PEDS,NHS,MAN_COLL,WEATHER,ARR_HOUR,ARR_MIN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,YEAR,LATITUDE,LONGITUD
9,1,7,14,22,2,2,1,0,0,0,1,99,99,0,0,0,0,1,6,1,90102,2006,41.22115833,-73.19348333
9,9,2,26,2,18,1,1,0,0,0,1,2,19,0,0,0,0,1,1,1,90103,2006,41.38945556,-72.85718056
9,9,4,9,19,50,2,3,0,0,1,1,19,55,0,0,0,0,1,1,0,90104,2006,41.29131944,-73.04099722
9,9,4,20,8,26,2,3,0,0,4,1,8,35,0,0,0,0,1,5,0,90105,2006,41.29138333,-73.01437778
9,9,3,24,1,2,1,2,0,0,0,1,1,5,0,0,0,0,2,6,2,90106,2006,41.49656111,-72.98650833
9,1,5,26,18,29,2,3,0,0,4,1,99,99,0,0,0,0,1,6,1,90107,2006,41.39645833,-73.43448056
9,3,5,26,11,53,4,4,0,1,0,1,99,99,0,0,0,0,1,6,0,90108,2006,41.73226111,-72.75333889
9,3,5,28,19,27,1,1,0,0,0,1,19,50,0,0,0,0,1,1,1,90109,2006,42.02188611,-72.95263889
9,7,4,1,23,42,1,1,0,0,0,1,23,53,0,0,0,0,1,7,1,90110,2006,41.29819722,-72.57013333
9,11,7,15,1,55,1,2,1,1,0,1,2,4,0,0,0,0,1,7,0,90111,2006,41.38788333,-71.884025
9,5,7,16,13,54,1,2,1,0,0,1,13,56,0,0,0,0,1,1,0,90112,2006,41.61377222,-73.10883611
9,9,7,21,13,2,2,2,0,0,2,1,99,99,0,0,0,0,1,6,0,90113,2006,41.40619167,-73.001725
9,11,7,25,13,54,2,2,0,1,2,1,14,3,0,0,0,0,1,3,0,90114,2006,41.57007222,-72.13205556
9,11,7,14,10,8,2,3,0,1,3,1,99,99,0,0,0,0,1,6,0,90115,2006,41.48508889,-72.11584444
9,9,7,18,3,4,1,2,0,0,0,1,99,99,0,0,0,0,1,3,1,90116,2006,41.501125,-73.09661667
9,3,7,25,20,58,4,5,0,0,0,1,21,1,0,0,0,0,1,3,0,90117,2006,41.74201389,-72.89100556
9,9,7,31,18,9,1,2,1,0,0,1,99,99,0,16,0,0,1,2,1,90118,2006,41.54314444,-72.81885
9,11,7,21,13,21,2,2,0,0,3,1,13,27,0,0,0,0,1,6,0,90119,2006,41.59366111,-71.99138056
9,3,1,12,9,39,2,3,0,0,5,1,9,50,0,0,0,0,1,5,0,90120,2006,41.83054722,-72.65543611
9,11,5,28,15,21,3,4,0,0,3,1,15,26,0,0,0,0,1,1,0,90121,2006,41.43695556,-72.11131111
9,3,8,2,19,49,2,3,0,0,4,1,99,99,0,0,0,0,1,4,0,90122,2006,41.73821111,-72.692925
9,3,8,5,12,31,2,2,0,0,0,1,12,28,0,0,0,0,1,7,0,90123,2006,41.89896667,-72.77426944
9,15,8,9,18,8,2,3,0,1,5,1,99,99,0,0,0,0,2,4,0,90124,2006,41.90089167,-71.90109167
9,1,2,3,0,38,1,1,0,1,0,1,99,99,0,0,0,0,1,6,1,90125,2006,41.23873611,-73.12731667
9,1,2,11,15,11,1,1,0,1,0,1,15,19,0,0,0,0,1,7,0,90126,2006,41.09443889,-73.63236944
9,1,4,14,14,34,1,1,0,1,0,2,14,45,0,0,0,0,1,6,0,90127,2006,41.16240278,-73.38747222
9,13,8,11,10,10,2,2,0,0,5,1,10,11,0,0,0,0,1,6,0,90128,2006,41.70509444,-72.30571667
9,9,8,11,12,29,2,2,0,0,5,1,99,99,0,0,0,0,1,6,0,90129,2006,41.48240278,-72.82559444
9,7,8,13,22,5,1,4,0,0,0,1,22,13,0,0,0,0,1,1,0,90130,2006,41.34279444,-72.46641944
9,1,8,15,12,36,2,3,0,0,5,1,12,45,0,0,0,0,2,3,0,90131,2006,41.13556389,-73.40004444
9,1,8,19,1,20,2,2,0,0,99,1,1,23,0,0,0,0,1,7,1,90132,2006,41.19474167,-73.17508889
9,11,8,19,16,8,1,1,0,0,0,9,99,99,0,18,0,0,1,7,0,90133,2006,41.487425,-72.04814444
9,15,8,20,18,18,1,1,0,0,0,1,18,24,0,0,0,0,1,1,0,90134,2006,41.95472222,-71.85291944
9,11,8,24,16,0,2,4,0,0,2,1,16,4,0,0,0,0,2,5,0,90135,2006,41.58446389,-71.94264167
9,9,8,26,19,23,2,3,0,0,4,1,19,29,0,0,0,0,1,7,1,90136,2006,41.48193889,-72.77255278
9,15,8,26,22,43,2,2,0,1,1,1,22,50,0,0,0,0,1,7,0,90137,2006,41.75251389,-71.87835833
9,1,8,27,6,13,1,2,1,0,0,1,99,99,0,0,0,0,1,1,1,90138,2006,41.17592778,-73.19693333
9,3,8,27,21,55,1,1,0,0,0,2,22,9,0,0,0,0,1,1,1,90139,2006,41.88318056,-72.83383333
9,7,8,12,1,9,1,2,0,0,0,1,1,16,0,0,0,0,1,7,0,90140,2006,41.45273611,-72.69835278
9,11,8,27,5,9,2,2,0,1,1,1,5,14,0,0,0,0,1,1,0,90141,2006,41.36458056,-72.10103056
9,3,1,12,18,29,2,3,0,0,3,1,18,35,0,0,0,0,1,5,0,90142,2006,41.75249722,-72.73482222
9,9,3,7,17,46,4,4,0,0,4,1,17,46,0,0,0,0,1,3,1,90143,2006,41.437975,-73.12111667
9,9,4,17,1,38,1,1,0,1,0,1,1,49,0,0,0,0,1,2,1,90144,2006,41.52040278,-73.09698611
9,1,4,18,11,3,2,4,0,1,7,1,11,15,0,0,0,0,1,3,0,90145,2006,41.41822222,-73.26226389
9,9,5,27,23,22,1,1,0,0,0,1,99,99,0,0,0,0,1,7,1,90146,2006,41.43568889,-73.09154444
9,11,7,14,16,29,1,1,0,1,0,1,99,99,0,0,0,0,1,6,0,90147,2006,41.49450278,-72.07476111
9,9,1,22,0,17,2,2,0,0,4,1,0,21,0,0,0,0,1,1,1,90148,2006,41.56228889,-73.06248056
9,3,3,5,21,33,1,4,3,0,0,1,21,37,0,0,0,0,1,1,0,90149,2006,41.78867778,-72.69922222
9,3,4,19,0,51,2,5,0,0,5,1,0,57,0,20,0,0,4,4,0,90150,2006,41.75539722,-72.68258333
9,3,6,3,21,27,1,2,0,0,0,2,21,49,0,0,0,0,1,7,0,90151,2006,41.97507778,-72.88779167
9,9,4,10,20,10,3,4,0,0,4,1,20,35,0,0,0,0,1,2,0,90152,2006,41.30544722,-72.95256389
9,9,4,22,0,59,2,5,0,0,2,1,99,99,0,0,0,0,2,7,0,90153,2006,41.31141944,-72.95285
9,11,7,4,14,29,2,4,0,1,1,1,99,99,0,0,0,0,1,3,0,90154,2006,41.43290833,-71.80916944
9,9,5,13,22,58,1,2,1,0,0,1,99,99,0,0,0,0,1,7,0,90155,2006,41.30133889,-72.93525556
9,9,7,14,20,26,2,4,1,0,0,1,99,99,0,0,0,0,1,6,1,90156,2006,41.57321389,-73.05041944
9,5,2,7,6,6,1,1,0,0,0,1,6,22,0,0,0,0,1,3,0,90157,2006,41.9685,-73.21414167
9,3,8,18,17,2,1,1,0,1,0,1,99,99,0,0,0,0,1,6,0,90158,2006,41.78353889,-72.70051389
9,1,9,7,7,28,2,4,0,0,4,1,7,32,0,0,0,0,1,5,0,90159,2006,41.08049167,-73.55388056
9,7,9,10,22,24,1,1,0,0,0,1,22,48,0,0,0,0,1,1,1,90160,2006,41.56632778,-72.72091389
9,15,9,14,14,54,2,3,0,0,0,2,99,99,0,0,0,0,1,5,1,90161,2006,41.9222,-71.84194722
9,9,9,9,1,50,1,2,0,0,0,1,99,99,0,0,0,0,1,7,1,90162,2006,41.29723056,-72.94874167
9,3,9,13,14,41,3,5,0,0,4,1,99,99,0,0,0,0,1,4,0,90163,2006,41.717975,-72.76248333
9,1,9,20,0,30,1,1,0,0,0,1,99,99,0,0,0,0,1,4,0,90164,2006,41.14866667,-73.40239167
9,15,9,18,20,57,1,2,0,0,0,1,21,4,0,0,0,0,1,2,1,90165,2006,41.99350833,-72.08335278
9,11,9,20,7,50,1,1,0,1,0,1,8,0,0,0,0,0,1,4,0,90166,2006,41.59019444,-71.99377222
9,11,9,23,4,24,1,1,0,1,0,1,4,32,0,0,0,0,1,7,1,90167,2006,41.42991944,-72.08225556
9,1,9,20,23,8,1,4,0,0,0,1,23,13,0,0,0,0,1,4,1,90168,2006,41.32116389,-73.25493889
9,11,10,8,1,49,1,2,1,0,0,1,1,57,0,0,0,0,1,1,1,90169,2006,41.48606944,-72.06161667
9,1,10,18,23,33,1,1,0,0,0,1,23,38,0,0,0,0,1,4,1,90170,2006,41.28203333,-73.17806389
9,1,10,14,18,32,1,2,1,0,0,1,99,99,0,0,0,0,1,7,0,90171,2006,41.21396389,-73.211825
9,9,10,17,18,23,1,2,1,0,0,2,18,26,0,0,0,0,1,3,0,90172,2006,41.303825,-72.91848889
9,15,10,14,2,56,1,2,0,0,0,1,3,8,0,0,0,0,1,7,0,90173,2006,41.77727778,-71.93540278
9,15,10,25,8,14,1,1,0,0,0,1,8,16,0,0,0,0,1,4,0,90174,2006,41.87881389,-71.872375
9,13,10,28,1,38,1,2,0,0,0,2,1,46,0,0,0,0,1,7,1,90175,2006,41.79073889,-72.47139444
9,11,10,26,15,27,1,2,1,0,0,1,15,47,0,0,0,0,1,5,0,90176,2006,41.62935556,-72.20145278
9,3,3,26,1,47,1,1,0,0,0,1,1,50,0,0,0,0,1,1,1,90177,2006,41.74029444,-72.73012778
9,11,10,17,13,30,1,2,1,1,0,2,13,37,0,0,0,0,1,3,0,90178,2006,41.49226111,-72.01400833
9,9,2,4,0,5,2,5,0,0,2,1,0,13,0,0,0,0,1,7,1,90179,2006,41.55963611,-73.01207222
9,15,5,12,10,2,2,2,0,0,3,2,10,3,0,0,0,0,1,6,0,90180,2006,41.85706389,-72.16338611
9,3,2,27,15,19,2,2,0,0,0,1,15,20,0,0,0,0,1,2,0,90181,2006,41.75943611,-72.53238056
9,3,2,3,14,28,2,3,0,0,4,1,14,31,0,0,0,0,1,6,0,90182,2006,41.79393611,-72.52481667
9,9,5,31,11,3,1,1,0,0,0,1,11,0,0,0,0,0,1,4,0,90183,2006,41.54138889,-73.02953056
9,13,6,13,14,45,2,2,0,0,3,1,14,50,0,0,0,0,1,3,0,90184,2006,41.91128333,-72.45110556
9,3,6,15,22,51,1,1,0,1,0,1,23,1,0,0,0,0,1,5,1,90185,2006,41.72970278,-72.66454167
9,9,6,17,0,16,1,1,0,0,0,1,0,27,0,0,0,0,1,7,1,90186,2006,41.55176111,-73.05281944
9,3,6,13,7,47,1,1,0,0,0,1,7,51,0,19,0,0,1,3,0,90187,2006,41.95506389,-72.82297778
9,5,7,1,3,15,1,1,0,0,0,1,3,29,0,0,0,0,1,7,1,90188,2006,41.53928889,-73.19451944
9,3,7,7,16,42,1,1,0,0,0,1,16,52,0,0,0,0,1,6,0,90189,2006,41.79961944,-72.92735278
9,3,7,10,21,4,1,2,1,1,0,1,99,99,0,19,0,0,1,2,1,90190,2006,41.80841389,-72.62650278
9,3,7,25,18,46,3,2,0,0,3,1,18,53,0,0,0,0,1,3,0,90191,2006,41.79719167,-72.92601944
9,3,7,31,0,3,1,2,0,0,0,1,0,9,0,0,0,0,1,2,1,90192,2006,41.87322222,-72.57261389
9,11,8,6,2,17,1,2,0,1,0,1,2,19,0,0,0,0,1,1,2,90193,2006,41.42607778,-72.12246667
9,3,4,8,22,7,2,4,0,1,2,1,22,26,0,0,0,0,1,7,0,90194,2006,41.99886667,-72.79513611
9,9,9,23,22,23,1,2,1,1,0,1,22,25,0,0,0,0,1,7,1,90195,2006,41.48402222,-73.05024722
9,3,8,9,23,14,1,1,0,1,0,1,99,99,0,0,0,0,1,4,1,90196,2006,41.66610556,-72.81644444
9,7,8,12,20,21,2,5,0,0,2,1,20,32,0,0,0,0,1,7,2,90197,2006,41.54000833,-72.54507222
9,3,9,6,0,57,3,3,0,0,1,1,1,5,0,0,0,0,1,4,2,90198,2006,41.67020833,-72.87220278
9,15,9,23,0,54,1,2,0,0,0,1,1,6,0,0,0,0,1,7,2,90199,2006,41.75488333,-71.92249167
9,1,10,4,1,24,1,1,0,0,0,1,1,25,0,0,0,0,1,4,1,90200,2006,41.10105,-73.54776667
9,1,10,7,1,53,1,1,0,0,0,1,99,99,0,0,0,0,1,7,1,90201,2006,41.47332222,-73.36202778
9,3,10,17,23,8,1,1,0,0,0,2,23,12,0,0,0,0,1,3,1,90202,2006,42.00416667,-72.55972222
9,15,10,18,8,59,1,1,0,0,0,1,99,99,0,0,0,0,1,4,0,90203,2006,41.71068611,-72.17286944
9,7,10,31,22,37,1,1,0,1,0,1,99,99,0,0,0,0,1,3,0,90204,2006,41.57481111,-72.60341944
9,11,7,4,8,11,1,1,0,0,0,1,8,17,0,0,0,0,1,3,0,90205,2006,41.37614722,-72.19009167
9,11,8,1,0,56,1,1,0,0,0,1,99,99,0,0,0,0,1,3,1,90206,2006,41.33393611,-72.104525
9,3,9,2,1,55,1,1,0,0,0,1,2,0,0,0,0,0,1,7,1,90207,2006,41.59383889,-72.88143611
9,1,9,24,17,37,2,2,0,0,2,1,17,41,0,0,0,0,1,1,2,90208,2006,41.05023889,-73.66703333
9,9,11,3,19,44,2,5,0,1,0,1,99,99,0,0,0,0,1,6,0,90209,2006,41.46800556,-72.77433611
9,1,11,3,21,2,1,2,1,0,0,1,99,99,1,0,0,0,1,6,0,90210,2006,41.19343056,-73.16688889
9,9,11,14,17,37,1,2,1,0,0,1,17,38,0,0,0,0,1,3,0,90211,2006,41.31041667,-72.735275
9,9,11,14,17,38,1,1,0,1,0,1,17,46,0,0,0,0,1,3,1,90212,2006,41.30385556,-72.97705278
9,15,11,15,13,56,1,1,0,0,0,1,99,99,0,0,0,0,1,4,0,90213,2006,41.70697222,-71.94675
9,13,11,17,22,50,1,1,0,0,0,1,22,52,0,0,0,0,1,6,1,90214,2006,41.76820278,-72.30091944
9,1,11,30,19,31,1,1,0,0,0,1,19,35,0,0,0,0,1,5,1,90215,2006,41.2845,-73.41650556
9,3,12,2,16,5,2,2,0,0,2,1,99,99,0,0,0,0,1,7,0,90216,2006,41.65951389,-72.63926111
9,9,12,16,22,25,3,2,0,0,5,9,22,28,0,0,0,0,1,7,0,90217,2006,41.29604722,-72.92851667
9,9,12,18,16,52,1,1,0,0,0,1,16,53,0,0,0,0,1,2,0,90218,2006,41.38115278,-72.85478333
9,9,12,22,17,8,1,3,1,0,0,1,99,99,0,0,0,0,1,6,0,90219,2006,,
9,13,12,24,19,40,2,8,0,0,7,1,19,41,0,0,0,0,1,1,0,90220,2006,41.76098611,-72.44816944
9,11,11,22,22,32,1,2,0,0,0,2,22,46,0,0,0,0,1,4,0,90221,2006,41.44951667,-71.97613333
9,15,12,28,17,57,1,3,0,0,0,1,99,99,0,0,0,0,1,5,1,90222,2006,41.76665556,-71.93773611
9,3,12,1,0,42,1,1,0,0,0,1,0,52,0,0,0,0,1,6,1,90223,2006,41.69585556,-72.77245278
9,1,12,26,17,27,2,5,0,0,2,2,17,37,0,0,0,0,1,3,0,90224,2006,41.08357778,-73.44060278
9,9,12,22,17,35,1,1,0,0,0,1,17,38,0,0,0,0,1,6,0,90225,2006,41.52163056,-72.75211944
9,11,12,30,8,27,2,2,0,0,2,1,99,99,0,0,0,0,1,7,0,90226,2006,41.5956,-71.99149444
9,3,10,3,18,58,2,2,0,0,1,1,19,4,0,0,0,0,1,3,0,90227,2006,41.66908056,-72.715875
9,9,11,4,18,40,1,3,1,0,0,1,18,45,0,0,0,0,1,7,0,90228,2006,41.55518056,-73.03678333
9,15,2,14,0,25,1,1,0,0,0,1,0,30,0,0,0,0,1,3,1,90229,2006,41.65266667,-71.930525
9,3,6,9,19,50,2,1,0,0,1,1,19,54,0,0,0,0,1,6,0,90230,2006,41.67840556,-72.78588611
9,3,6,12,19,36,1,1,0,0,0,1,99,99,0,0,0,0,1,2,0,90231,2006,41.84388889,-72.65748611
9,9,6,15,17,31,1,1,0,0,0,1,99,99,0,0,0,0,1,5,0,90232,2006,41.26496389,-73.05597222
9,1,7,2,14,32,2,2,0,0,0,1,14,46,0,0,0,0,1,1,0,90233,2006,41.46297222,-73.38905833
9,11,7,10,10,1,1,2,1,0,0,1,10,7,0,0,0,0,1,2,0,90234,2006,41.3728,-72.0517
9,9,7,21,21,51,2,2,0,0,0,1,21,56,0,0,0,0,1,6,1,90235,2006,41.57105278,-73.06016667
9,11,8,25,11,56,2,2,0,0,2,2,12,1,0,0,0,0,1,6,0,90236,2006,41.36926667,-72.04491111
9,5,8,25,23,22,1,2,0,0,0,2,23,22,0,0,0,0,1,6,2,90237,2006,41.61216111,-73.11270833
9,9,6,29,6,18,1,1,0,1,0,1,99,99,0,0,0,0,1,5,0,90238,2006,41.29934167,-73.01830833
9,3,7,31,14,47,2,3,0,0,5,1,99,99,0,20,0,0,2,2,0,90239,2006,41.77053889,-72.71180278
9,3,8,30,15,30,2,5,1,0,0,1,99,99,0,16,0,0,1,4,0,90240,2006,41.78141111,-72.67611667
9,1,9,23,9,53,1,1,0,0,0,9,10,2,0,0,0,0,1,7,1,90241,2006,41.06246389,-73.43634444
9,1,2,11,3,22,1,1,0,1,0,1,3,54,0,0,0,0,1,7,1,90242,2006,41.14411111,-73.42000556
9,1,4,9,1,27,1,1,0,1,0,1,1,57,0,0,0,0,1,1,1,90243,2006,41.234475,-73.19430556
9,1,4,16,4,10,4,9,0,1,0,1,4,21,0,0,0,0,1,1,1,90244,2006,41.01926389,-73.630375
9,1,5,11,5,20,1,1,0,1,0,1,5,31,0,0,0,0,1,5,0,90245,2006,41.16619722,-73.35046111
9,1,5,15,3,52,2,2,0,1,1,1,4,4,0,0,0,0,1,2,0,90246,2006,41.14824444,-73.25338889
9,1,6,4,3,16,3,5,1,1,0,1,3,21,0,14,0,0,1,1,0,90247,2006,41.29844444,-73.10406667
9,1,6,12,6,32,1,1,0,1,0,1,6,41,0,0,0,0,1,2,0,90248,2006,41.08928056,-73.65976667
9,7,6,13,19,18,2,4,0,0,8,1,19,21,0,0,0,0,1,3,0,90249,2006,41.40648333,-72.47289722
9,9,6,19,9,6,2,2,0,0,2,1,9,11,0,0,0,0,1,2,0,90250,2006,41.45030556,-73.16309167
9,11,6,21,23,46,1,1,0,0,0,1,99,99,0,0,0,0,1,4,1,90251,2006,41.32015278,-72.29858056
9,1,7,2,20,27,3,8,0,1,99,1,20,35,0,0,0,0,1,1,1,90252,2006,41.05869167,-73.51207778
9,1,7,3,20,14,2,7,0,1,7,1,20,25,0,0,0,0,1,2,1,90253,2006,41.24330278,-73.10887222
9,7,7,22,8,48,1,1,0,0,0,1,9,4,0,0,0,0,1,7,0,90254,2006,41.49420833,-72.58414167
9,5,8,6,7,17,1,1,0,0,0,1,99,99,0,0,0,0,1,1,0,90255,2006,41.50378611,-73.34888333
9,1,8,13,1,15,2,4,1,1,0,1,1,22,0,0,0,0,1,1,1,90256,2006,41.04004444,-73.58226111
9,1,8,29,22,58,2,3,0,1,3,2,23,19,0,0,0,0,1,3,0,90257,2006,41.17474444,-73.160325
9,1,9,4,20,15,1,1,0,1,0,1,20,54,0,0,0,0,1,2,0,90258,2006,41.42585,-73.34155
9,3,9,7,11,45,3,3,0,1,1,1,11,52,0,0,0,0,1,5,0,90259,2006,41.76307778,-72.69537222
9,1,9,22,3,39,1,1,0,1,0,1,3,39,0,0,0,0,1,6,1,90260,2006,41.12986389,-73.42811111
9,3,10,4,5,51,1,2,1,1,0,5,99,99,0,0,0,0,1,4,0,90261,2006,41.761375,-72.65351944
9,1,10,5,2,37,5,6,0,1,8,1,2,47,0,0,0,0,2,5,3,90262,2006,41.17880833,-73.17758889
9,3,10,5,12,38,2,2,0,1,4,1,99,99,0,0,0,0,1,5,0,90263,2006,41.78799167,-72.65923333
9,5,10,7,1,26,2,4,0,1,7,1,1,34,0,0,0,0,1,7,2,90264,2006,42.01540833,-73.29887222
9,5,10,9,6,40,3,4,0,1,8,1,99,99,0,0,0,0,1,2,0,90265,2006,41.818675,-73.08869444
9,5,10,11,2,33,1,2,0,0,0,1,2,46,0,0,0,0,1,4,0,90266,2006,41.97898889,-73.09956389
9,1,10,11,17,3,2,3,0,0,5,1,17,5,0,0,0,0,1,4,0,90267,2006,41.41348611,-73.47079444
9,9,10,15,16,3,1,2,0,1,0,1,16,11,0,0,0,0,1,1,0,90268,2006,41.47440278,-73.21465556
9,1,10,17,23,27,1,1,0,1,0,2,23,41,0,5,0,0,1,3,1,90269,2006,41.09101111,-73.61807778
9,3,10,21,2,11,2,2,0,1,1,1,99,99,0,0,0,0,1,7,1,90270,2006,41.75870833,-72.66381667
9,3,10,28,2,55,1,2,0,0,0,2,99,99,0,0,0,0,1,7,0,90271,2006,41.77031667,-72.69399444
9,5,10,28,14,26,2,3,0,0,2,2,14,30,0,0,0,0,1,7,0,90272,2006,41.56322222,-73.39248056
9,1,10,29,3,18,1,1,0,0,0,1,3,26,0,0,0,0,1,1,1,90273,2006,41.22499722,-73.13551111
9,9,10,31,21,23,7,12,0,1,1,1,21,26,0,0,0,0,1,3,1,90274,2006,41.28477778,-72.87435833
9,15,11,7,3,21,2,2,0,1,7,1,3,47,0,0,0,0,1,3,0,90275,2006,41.94631944,-72.20860833
9,11,11,7,17,25,1,2,1,0,0,1,99,99,0,0,0,0,1,3,0,90276,2006,41.33511667,-72.10191944
9,9,9,8,19,55,2,3,0,0,2,1,20,7,0,0,0,0,1,6,0,90277,2006,41.59524722,-73.05716111
9,3,10,3,10,20,3,6,0,0,5,1,10,28,0,0,0,0,1,3,0,90278,2006,41.75696111,-72.73625
9,3,12,9,15,14,1,1,0,1,0,1,15,20,0,0,0,0,1,7,0,90279,2006,41.68056111,-72.71183889
9,9,12,20,1,14,1,2,0,1,0,1,1,23,0,0,0,0,2,4,2,90280,2006,41.37601667,-72.8719
9,1,12,29,19,28,2,5,0,0,5,1,19,40,0,0,0,0,1,6,0,90281,2006,41.40729444,-73.45598333
9,5,11,17,21,48,1,1,0,0,0,1,21,50,0,0,0,0,1,6,1,90282,2006,41.59286389,-73.08603056
9,1,12,15,0,7,1,2,1,0,0,9,0,13,0,0,0,0,1,6,1,90283,2006,,
9,9,4,11,23,20,2,4,1,0,0,1,99,99,0,0,0,0,1,3,1,90284,2006,41.33471111,-72.92693889
9,3,8,14,14,26,1,1,0,1,0,1,99,99,0,0,0,0,1,2,0,90285,2006,41.79918333,-72.81864722
9,3,6,18,2,42,1,4,0,0,0,1,2,43,0,0,0,0,1,1,2,90286,2006,41.97185556,-72.59153611
9,3,6,6,13,28,3,3,0,0,5,1,13,31,0,0,0,0,1,3,0,90287,2006,41.99101111,-72.57691667
9,1,9,2,16,41,2,4,0,0,2,2,16,44,0,0,0,0,1,7,0,90288,2006,41.14558333,-73.47984722
9,3,8,24,17,26,2,2,0,0,0,1,17,35,0,0,0,0,1,5,0,90289,2006,41.97549444,-72.51546944
9,15,10,19,19,58,3,7,0,0,5,1,20,1,0,0,0,0,1,5,0,90290,2006,41.72325278,-72.23026389
9,3,4,20,6,51,2,3,0,0,0,1,7,6,0,0,0,0,1,5,0,90291,2006,41.98346667,-72.66434167
9,3,10,20,6,47,1,2,1,0,0,2,6,51,1,0,0,0,1,6,0,90292,2006,41.758475,-72.72919444
9,7,10,15,18,21,1,1,0,1,0,1,18,27,0,0,0,0,1,1,1,90293,2006,41.52840556,-72.74354722
10,3,1,10,13,42,2,2,0,0,1,1,13,56,0,0,0,0,1,3,0,100001,2006,39.68146111,-75.65386944
10,5,4,8,3,32,1,1,0,0,0,2,3,48,0,0,0,0,1,7,1,100002,2006,38.45707222,-75.60381389
10,3,4,14,9,9,2,3,0,0,4,1,9,27,0,0,0,0,1,6,0,100003,2006,39.790075,-75.532375
10,3,4,19,2,31,1,1,0,0,0,1,99,99,0,0,0,0,1,4,1,100004,2006,39.71471389,-75.6654
10,5,4,7,23,40,1,2,0,0,0,1,23,50,0,0,0,0,1,6,0,100005,2006,38.80236111,-75.28184167
10,5,1,9,5,35,2,4,0,1,4,1,6,10,0,0,0,0,1,2,0,100006,2006,38.60046944,-75.31851944
10,1,1,9,20,20,2,2,0,0,4,1,20,27,0,0,0,0,1,2,1,100007,2006,39.09522222,-75.54567222
10,5,1,12,16,32,2,7,0,0,4,1,16,52,0,0,0,0,1,5,0,100008,2006,38.85108889,-75.39927778
10,1,1,14,23,50,1,1,0,0,0,4,0,13,0,0,0,0,1,7,1,100009,2006,39.18737778,-75.62491389
10,3,1,25,21,58,1,1,0,1,0,1,22,5,0,0,0,0,1,4,1,100011,2006,39.71573889,-75.57859167
10,3,1,22,19,0,1,1,0,0,0,1,19,15,0,0,0,0,1,1,1,100012,2006,39.63126944,-75.77768611
10,3,2,2,6,30,2,2,1,1,0,1,6,36,0,0,0,0,1,5,0,100013,2006,39.54310556,-75.64885833
10,5,2,2,11,30,1,1,0,0,0,1,11,44,0,0,0,0,1,5,0,100014,2006,38.51977222,-75.450125
10,5,2,2,15,25,2,3,0,0,4,1,15,28,0,0,0,0,1,5,0,100015,2006,38.64365,-75.41694444
10,3,2,3,18,14,1,2,1,0,0,1,18,22,0,0,0,0,1,6,0,100016,2006,39.78150833,-75.50611111
10,5,2,6,11,20,2,5,0,0,2,1,11,53,0,0,0,0,2,2,0,100017,2006,38.84383889,-75.35806944
10,1,2,9,21,0,1,1,0,1,0,1,21,8,0,0,0,0,1,5,1,100018,2006,38.89840833,-75.57274444
10,3,2,2,13,17,1,1,0,0,0,1,15,5,0,0,0,0,1,5,0,100019,2006,39.76768889,-75.74145833
10,5,2,8,22,25,1,2,1,1,0,1,22,39,0,0,0,0,1,4,0,100020,2006,38.67734722,-75.59211111
10,3,1,16,12,46,2,3,0,0,2,1,12,50,0,0,0,0,1,2,0,100021,2006,39.788025,-75.50606111
10,3,5,21,10,58,2,6,0,0,1,1,11,3,0,0,0,0,1,1,0,100022,2006,39.44950278,-75.66454444
10,1,5,23,12,10,2,2,0,0,4,1,12,20,0,0,0,0,1,3,0,100023,2006,38.88614167,-75.58090278
10,3,2,17,17,43,1,1,0,0,0,1,17,56,0,0,0,0,1,6,1,100024,2006,39.32005,-75.65733056
10,1,2,25,0,40,1,2,1,0,0,1,0,51,0,0,0,0,1,7,1,100025,2006,39.08819167,-75.72510278
10,1,2,26,19,0,1,1,0,0,0,1,19,11,0,0,0,0,1,1,1,100026,2006,39.14401389,-75.57786111
10,5,3,1,23,0,1,1,0,0,0,1,23,21,0,0,0,0,1,4,1,100027,2006,38.74221111,-75.68806111
10,3,2,16,15,54,2,2,0,0,7,1,15,56,0,0,0,0,1,5,0,100028,2006,39.79633333,-75.54747222
10,1,3,10,18,45,2,3,1,1,0,1,19,1,0,0,0,0,1,6,1,100029,2006,39.03844444,-75.55949444
10,3,3,5,21,18,1,1,0,1,0,1,21,29,0,0,0,0,1,1,1,100030,2006,39.66513889,-75.60416667
10,3,3,11,23,35,1,1,0,1,0,1,23,46,0,0,0,0,1,7,0,100031,2006,39.76085278,-75.55125
10,3,3,19,17,27,2,5,0,1,5,1,17,35,0,0,0,0,1,1,0,100032,2006,39.81513333,-75.45076944
10,3,3,21,8,3,1,1,0,0,0,1,8,10,0,0,0,0,1,3,0,100033,2006,39.62293056,-75.68358333
10,5,3,22,13,7,1,1,0,1,0,1,13,15,0,0,0,0,1,4,0,100034,2006,38.83038611,-75.58392778
10,5,3,24,6,15,1,2,0,0,0,1,6,28,0,0,0,0,2,6,2,100035,2006,38.47179722,-75.36950833
10,3,3,28,19,19,1,2,1,0,0,1,19,22,0,0,0,0,1,3,0,100036,2006,39.66321944,-75.63749444
10,5,3,29,14,13,1,1,0,0,0,1,14,25,0,0,0,0,1,4,1,100037,2006,38.52661944,-75.08846667
