STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,PEDS,NHS,MAN_COLL,ARR_HOUR,ARR_MIN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,YEAR,LATITUDE,LONGITUD,WEATHER
12,71,12,23,20,51,2,2,0,0,1,20,55,0,0,0,0,1,4,0,122423,2009,26.6352,-81.8033,1
12,69,12,25,8,20,4,8,0,1,1,8,28,0,0,0,0,1,6,0,122424,2009,28.6047,-81.7235,1
12,105,12,31,19,30,1,2,1,0,0,19,30,0,0,0,0,1,5,0,122425,2009,28.0632,-81.8176,1
12,86,12,29,18,46,1,2,1,0,0,99,99,0,0,0,0,1,3,0,122426,2009,25.5797,-80.4775,1
12,103,11,13,9,46,1,1,0,0,0,9,49,0,0,0,0,1,6,0,122427,2009,28.038,-82.6628,1
12,103,12,26,17,35,1,1,0,0,0,17,55,0,0,0,0,1,7,0,122428,2009,27.8841,-82.8492,1
12,11,12,31,20,13,1,3,0,0,0,20,19,0,0,0,0,2,5,0,122429,2009,26.1478,-80.2408,1
12,85,12,18,17,57,2,4,1,0,0,99,99,0,0,0,0,1,6,0,122430,2009,27.1934,-80.2568,2
12,86,11,12,18,45,2,2,0,0,2,18,52,0,0,0,0,1,5,0,122431,2009,25.8692,-80.1856,1
12,73,12,27,19,31,1,2,1,1,0,19,39,0,0,0,0,1,1,1,122432,2009,30.4608,-84.361,1
12,57,11,21,1,10,1,3,2,0,0,99,99,0,0,0,0,1,7,0,122433,2009,27.9447,-82.4727,1
12,103,9,12,1,58,2,3,1,0,0,2,3,0,0,0,0,1,7,0,122434,2009,27.7808,-82.6385,2
12,95,9,18,22,13,1,1,0,0,0,22,16,0,0,0,0,1,6,1,122435,2009,28.6731,-81.4993,1
12,11,11,8,20,24,1,1,0,0,0,20,30,0,0,0,0,1,1,0,122436,2009,26.1415,-80.2027,1
12,86,8,22,10,50,1,1,0,1,0,99,99,0,0,0,0,1,7,0,122437,2009,25.7854,-80.2633,1
12,99,12,13,17,7,2,3,0,0,3,99,99,0,0,0,0,1,1,0,122438,2009,26.5275,-80.0937,1
12,89,12,21,18,18,1,1,0,0,0,99,99,0,0,0,0,1,2,0,122439,2009,30.7342,-81.9909,1
12,103,8,2,16,8,1,2,1,0,0,99,99,0,0,0,0,1,1,0,122440,2009,27.9923,-82.698,1
12,103,10,20,13,38,1,2,1,0,0,13,42,0,0,0,0,1,3,0,122441,2009,27.7808,-82.6795,1
12,103,11,25,18,43,1,2,1,0,0,18,47,0,0,0,0,1,4,0,122442,2009,27.763,-82.6793,2
12,103,12,4,20,29,1,2,1,0,0,20,31,0,0,0,0,1,6,0,122443,2009,27.7685,-82.6795,2
12,71,12,11,16,6,1,2,0,0,0,16,10,0,0,0,0,1,6,1,122444,2009,26.5628,-81.9412,1
12,99,12,16,18,11,1,2,1,0,0,99,99,0,0,0,0,1,4,0,122445,2009,26.5289,-80.0636,1
12,86,12,18,15,42,2,2,0,0,5,99,99,0,0,0,0,1,6,0,122446,2009,25.7433,-80.4242,1
12,9,12,31,13,58,2,2,0,0,2,99,99,0,0,0,0,1,5,0,122448,2009,28.1025,-80.7002,1
12,86,11,5,19,14,1,2,1,0,0,19,18,0,0,0,0,1,5,0,122449,2009,25.5884,-80.3806,1
12,9,12,27,2,15,1,2,1,0,0,99,99,0,0,0,0,1,1,1,122450,2009,28.5575,-80.81,1
12,103,12,12,16,55,1,1,0,0,0,17,4,0,0,0,0,1,7,1,122451,2009,27.884,-82.8494,1
12,103,12,31,20,45,1,1,0,0,0,20,52,0,0,0,0,1,5,0,122452,2009,28.0174,-82.759,1
12,11,12,21,21,28,2,3,0,0,99,99,99,0,0,0,0,1,2,0,122453,2009,26.1289,-80.1783,1
12,101,10,27,20,24,1,2,1,0,0,99,99,0,0,0,0,1,3,0,122454,2009,28.233,-82.1831,2
12,69,12,13,12,36,2,2,0,0,11,12,59,0,14,0,0,1,1,0,122455,2009,28.7504,-81.7014,1
12,101,8,1,8,45,1,1,0,0,0,8,52,0,0,0,0,1,7,0,122456,2009,28.3069,-82.427,1
12,99,6,3,3,20,1,2,0,1,0,99,99,0,0,0,0,1,4,1,122457,2009,26.7008,-80.0723,1
12,71,11,21,11,7,1,1,0,0,0,11,19,0,0,0,0,1,7,0,122458,2009,26.6136,-81.9594,1
12,11,12,20,5,19,2,8,1,0,1,99,99,0,0,0,0,1,1,0,122459,2009,26.1213,-80.1862,1
12,71,12,15,20,4,2,2,0,0,2,20,13,0,0,0,0,1,3,0,122460,2009,26.5966,-81.8907,1
12,105,12,20,3,14,1,2,1,0,0,99,99,0,0,0,0,1,1,0,122461,2009,28.0258,-81.7761,1
12,1,12,26,6,0,1,1,0,0,0,6,58,0,0,0,0,1,7,0,122462,2009,29.7856,-82.6059,1
13,89,1,1,5,15,1,2,0,0,0,5,46,0,0,0,0,1,5,1,130001,2009,33.6617,-84.1244,1
13,103,1,1,19,18,2,5,0,0,5,19,23,0,20,0,0,1,5,1,130002,2009,32.2965,-81.2339,1
13,135,1,1,20,57,1,2,0,0,0,22,10,0,0,0,0,1,5,1,130003,2009,33.8631,-84.1572,1
13,175,1,1,22,9,1,1,0,0,0,22,21,0,0,0,0,1,5,1,130004,2009,32.382,-82.9863,1
13,313,1,1,0,8,2,1,0,0,0,0,13,0,0,0,0,1,5,1,130005,2009,34.8012,-85.0424,1
13,279,1,2,19,27,3,6,0,0,4,19,37,0,0,0,0,1,6,0,130006,2009,32.1605,-82.3386,1
13,51,1,3,19,32,1,2,1,1,0,88,88,0,0,0,0,1,7,0,130007,2009,32.0539,-81.1415,1
13,145,1,3,7,4,1,1,0,0,0,7,18,0,0,0,0,1,7,0,130008,2009,32.6354,-84.832,5
13,245,1,3,13,41,1,1,0,0,0,13,54,0,0,0,0,1,7,1,130009,2009,33.4678,-82.1316,2
13,89,1,4,3,14,1,3,1,1,0,88,88,0,0,0,0,1,1,0,130010,2009,33.8772,-84.2741,2
13,121,1,4,21,36,1,1,0,1,0,21,44,0,0,0,0,1,1,0,130011,2009,33.797,-84.3939,1
13,135,1,4,99,99,1,1,0,0,0,88,88,0,0,0,0,1,1,1,130012,2009,33.9944,-84.0466,5
13,151,1,4,18,17,2,3,0,0,2,18,21,0,0,0,0,1,1,0,130013,2009,33.413,-84.1995,1
13,25,1,5,7,28,2,3,0,0,2,7,49,0,0,0,0,2,2,0,130014,2009,31.2413,-82.1075,5
13,143,1,5,18,16,1,2,1,0,0,18,17,0,0,0,0,1,2,0,130015,2009,33.8038,-85.177,2
13,297,1,5,11,58,2,3,0,0,5,12,6,0,0,0,0,1,2,0,130016,2009,33.8095,-83.7974,1
13,285,1,7,7,53,2,2,0,0,5,8,3,0,0,0,0,1,4,0,130017,2009,33.0564,-85.008,1
13,21,1,8,20,58,2,3,1,0,0,21,4,0,0,0,0,1,5,0,130018,2009,32.8665,-83.613,1
13,29,1,9,7,34,1,1,0,1,0,7,47,0,0,0,0,1,6,0,130019,2009,31.8922,-81.3262,1
13,67,1,9,13,47,2,3,0,0,5,14,11,0,0,0,0,1,6,0,130020,2009,33.884,-84.5146,1
13,109,1,9,6,52,2,4,0,0,11,7,0,0,0,0,0,1,6,0,130021,2009,32.2214,-81.8766,1
13,139,1,9,18,1,2,3,0,0,2,18,28,0,0,0,0,1,6,0,130022,2009,34.2066,-83.7915,1
13,293,1,9,13,24,2,3,0,0,5,13,30,0,0,0,0,1,6,0,130023,2009,32.9341,-84.3555,1
13,45,1,10,22,36,1,3,0,0,0,22,52,0,0,0,0,1,7,1,130024,2009,33.6177,-84.9526,2
13,51,1,11,17,53,1,2,1,0,0,17,58,0,0,0,0,1,1,0,130025,2009,32.0069,-81.1008,2
13,51,1,11,18,31,1,2,1,0,0,18,40,0,0,0,0,1,1,0,130026,2009,32.0532,-81.1441,1
13,121,1,11,19,11,3,6,0,0,1,19,13,0,0,0,0,1,1,1,130027,2009,33.7087,-84.3937,1
13,213,1,12,8,18,2,3,0,0,0,8,28,0,0,0,0,1,2,0,130028,2009,34.6585,-84.8372,1
13,1,1,13,15,31,3,3,0,0,8,15,38,0,0,0,0,1,3,0,130029,2009,31.6575,-82.44,1
13,285,1,13,12,36,2,6,0,1,4,12,51,0,0,0,0,1,3,0,130030,2009,32.8935,-85.1352,1
13,311,1,13,0,25,1,2,0,0,0,0,44,0,0,0,0,1,3,1,130031,2009,34.7199,-83.7474,1
13,145,1,14,10,34,1,1,0,0,0,10,39,0,0,0,0,1,4,0,130032,2009,32.795,-84.8146,1
13,313,1,14,16,15,2,4,0,0,5,16,24,0,0,0,0,3,4,0,130033,2009,34.7973,-84.9941,1
13,69,1,15,11,15,2,3,0,0,7,11,29,0,0,0,0,1,5,0,130034,2009,31.4844,-82.804,1
13,107,1,16,15,32,2,3,0,0,5,15,39,0,0,0,0,2,6,0,130035,2009,32.5762,-82.3594,1
13,139,1,16,8,32,2,2,0,1,1,8,37,0,0,0,0,1,6,0,130036,2009,34.3494,-83.759,1
13,71,1,17,19,40,2,5,0,0,4,19,47,0,0,0,0,1,7,0,130037,2009,31.2173,-83.7696,1
13,89,1,17,4,28,1,3,1,0,0,88,88,0,0,0,0,1,7,1,130038,2009,33.8383,-84.3339,1
13,207,1,17,16,43,3,6,1,1,7,16,52,0,0,0,0,2,7,0,130039,2009,33.1647,-84.0402,1
13,285,1,17,2,10,1,5,0,0,0,2,31,0,0,0,0,1,7,1,130040,2009,32.9468,-84.9295,1
13,69,1,18,14,46,2,6,0,0,2,14,58,0,0,0,0,2,1,0,130041,2009,31.5623,-82.7478,2
13,121,1,18,19,17,1,3,1,0,0,19,30,0,0,0,0,1,1,0,130042,2009,33.6735,-84.4469,1
13,183,1,18,8,37,1,1,0,0,0,8,43,0,0,0,0,1,1,0,130043,2009,31.799,-81.8442,1
13,97,1,19,17,13,2,2,0,0,2,17,15,0,0,0,0,1,2,0,130044,2009,33.7433,-84.7759,1
13,135,1,19,10,30,2,2,0,1,5,10,37,0,0,0,0,1,2,0,130045,2009,33.8234,-84.0325,1
13,153,1,20,22,7,1,1,0,0,0,22,15,0,0,0,0,1,3,1,130046,2009,32.5955,-83.7138,1
13,121,1,22,4,37,1,2,0,1,0,4,54,0,3,0,0,1,5,0,130047,2009,33.5415,-84.5871,1
13,121,1,22,9,9,2,2,0,0,2,9,25,0,0,0,0,1,5,0,130048,2009,33.7025,-84.35,1
13,215,1,22,9,24,1,2,1,0,0,9,32,0,0,0,0,1,5,0,130049,2009,32.502,-84.9365,1
13,229,1,22,19,5,1,3,0,0,0,19,27,0,0,0,0,2,5,1,130050,2009,31.3745,-82.3924,1
13,67,1,24,0,29,2,2,0,0,5,0,41,0,0,0,0,1,7,1,130051,2009,33.9561,-84.6789,1
13,133,1,24,23,39,1,1,0,0,0,0,1,0,0,0,0,1,7,0,130052,2009,33.5098,-83.2026,5
13,45,1,25,21,56,1,2,0,0,0,22,0,0,0,0,0,1,1,0,130053,2009,33.7486,-84.9504,1
13,275,1,25,14,50,2,4,0,1,5,14,59,0,0,0,0,1,1,0,130054,2009,30.9742,-84.0538,1
13,67,1,26,20,41,1,1,0,0,0,88,88,0,0,0,0,1,2,1,130055,2009,33.9706,-84.5398,1
13,145,1,26,0,4,1,1,0,0,0,0,16,0,0,0,0,1,2,0,130056,2009,32.8217,-84.9595,1
13,289,1,26,0,57,1,1,0,1,0,88,88,0,0,0,0,1,2,0,130057,2009,32.8501,-83.4629,5
13,31,1,27,19,33,1,1,0,1,0,20,3,0,0,0,0,1,3,0,130058,2009,32.269,-81.7434,1
13,157,1,27,13,9,1,2,0,1,0,13,17,0,0,0,0,2,3,0,130059,2009,34.1537,-83.6443,1
13,215,1,27,21,9,2,2,0,0,5,21,16,0,0,0,0,1,3,0,130060,2009,32.4738,-84.892,1
13,15,1,28,5,58,2,2,0,0,5,6,8,0,0,0,0,1,4,0,130061,2009,34.2058,-84.8445,1
13,121,1,28,18,18,1,1,0,0,0,18,20,0,0,0,0,1,4,0,130062,2009,33.742,-84.5634,1
13,127,1,28,1,49,2,3,0,1,1,1,57,0,0,0,0,2,4,0,130063,2009,31.1622,-81.5566,5
13,9,1,29,21,4,1,2,1,0,0,21,22,0,0,0,0,1,5,0,130064,2009,33.1116,-83.2322,1
13,27,1,30,23,3,2,4,0,0,5,23,7,0,0,0,0,1,6,1,130065,2009,30.9849,-83.5357,1
13,245,1,30,23,9,2,2,0,0,2,23,31,0,0,0,0,1,6,1,130066,2009,,,1
13,223,1,31,2,11,1,1,0,0,0,2,25,0,0,0,0,1,7,1,130067,2009,33.8356,-84.9436,1
13,263,1,28,19,12,2,4,1,0,0,88,88,0,14,0,0,1,4,1,130068,2009,32.5529,-84.5341,1
13,47,2,1,17,1,1,1,0,0,0,17,9,0,0,0,0,1,1,0,130069,2009,34.9858,-85.2359,1
13,135,2,1,10,38,1,1,0,1,0,10,54,0,0,0,0,1,1,0,130070,2009,34.0023,-84.0734,1
13,89,2,1,0,9,1,1,0,0,0,0,27,0,0,0,0,1,1,1,130071,2009,33.8387,-84.2136,1
13,261,1,1,2,54,1,1,0,0,0,3,11,0,0,0,0,1,5,1,130072,2009,31.9654,-84.3182,1
13,295,1,3,10,50,1,1,0,0,0,11,0,0,0,0,0,1,7,0,130073,2009,34.8391,-85.318,2
13,77,1,4,23,7,2,6,0,1,4,23,26,0,0,0,0,2,1,0,130074,2009,33.236,-84.8076,1
13,127,1,9,2,42,1,1,0,0,0,2,50,0,0,0,0,1,6,1,130075,2009,31.2921,-81.4918,1
13,95,1,14,16,25,2,2,0,1,1,16,32,0,0,0,0,1,4,0,130076,2009,31.5596,-84.0089,1
13,121,1,14,22,33,1,3,0,0,0,22,38,0,20,0,0,1,4,0,130077,2009,34.0722,-84.2563,1
13,21,1,20,20,14,2,3,0,0,2,20,17,0,0,0,0,1,3,1,130078,2009,32.8257,-83.7113,1
13,163,1,22,15,7,3,7,0,1,8,15,19,0,0,0,0,1,5,0,130079,2009,33.157,-82.3908,1
13,89,1,23,19,0,1,4,1,0,0,19,11,0,0,0,0,1,6,0,130080,2009,,,1
13,237,1,24,99,99,1,2,0,0,0,88,88,0,0,0,0,1,7,1,130081,2009,33.3756,-83.4705,1
13,67,1,24,4,52,2,4,1,0,0,5,25,0,0,0,0,1,7,0,130082,2009,34.0202,-84.5137,1
13,121,1,24,17,2,3,4,0,0,8,17,9,0,0,0,0,1,7,0,130083,2009,33.9916,-84.2787,1
13,155,1,24,11,54,1,2,1,0,0,11,56,0,0,0,0,1,7,0,130084,2009,31.6034,-83.2502,1
13,89,1,25,3,53,2,3,0,0,0,4,5,0,14,0,0,1,1,1,130085,2009,33.7024,-84.0915,1
13,127,1,27,23,58,1,3,1,1,0,88,88,0,0,0,0,1,3,0,130086,2009,31.3044,-81.4809,5
13,121,1,30,13,38,1,2,1,0,0,13,41,0,0,0,0,1,6,0,130087,2009,33.8484,-84.3742,1
13,89,1,7,3,0,1,1,0,1,0,3,0,0,0,0,0,1,4,0,130088,2009,33.9206,-84.3147,2
13,57,1,8,17,24,2,2,0,0,1,17,29,0,0,0,0,1,5,0,130089,2009,34.2204,-84.5081,1
13,121,1,24,1,30,2,3,0,0,0,1,33,0,0,0,0,1,7,0,130090,2009,33.7722,-84.3849,1
13,89,1,31,16,42,3,3,0,0,1,16,42,0,14,0,0,1,7,0,130091,2009,33.7399,-84.3005,1
13,89,2,2,7,20,1,3,1,0,0,7,37,0,0,0,0,1,2,0,130092,2009,33.76,-84.1145,1
13,297,2,2,1,19,2,1,0,0,0,2,27,0,0,0,0,1,2,1,130093,2009,33.7952,-83.6832,1
13,67,2,3,2,42,1,1,0,0,0,2,50,0,0,0,0,1,3,1,130094,2009,33.9738,-84.4134,1
13,135,2,3,20,3,1,1,0,0,0,20,12,0,0,0,0,1,3,1,130095,2009,34.0976,-83.9138,1
13,15,2,4,10,12,2,2,0,0,2,10,22,0,0,0,0,1,4,0,130096,2009,34.3036,-84.8839,1
13,275,2,5,13,25,2,2,0,1,5,13,36,0,0,0,0,1,5,0,130097,2009,30.8172,-84.0007,1
13,63,2,8,15,50,1,1,0,1,0,15,58,0,0,0,0,1,1,0,130098,2009,33.6305,-84.4137,1
13,315,2,8,17,31,1,1,0,0,0,18,27,0,0,0,0,1,1,1,130099,2009,31.9591,-83.4454,1
13,59,2,17,17,42,2,3,0,0,0,17,46,0,0,0,0,2,3,0,130100,2009,33.9532,-83.3954,1
13,115,2,19,14,26,2,2,0,0,5,14,34,0,0,0,0,1,5,0,130101,2009,34.1582,-85.1422,1
13,31,2,1,13,49,1,1,0,0,0,14,1,0,0,0,0,1,1,0,130102,2009,32.3214,-81.8128,1
13,231,2,1,22,53,2,3,0,0,2,22,59,0,0,0,0,1,1,2,130103,2009,33.0549,-84.3232,1
13,321,2,4,16,8,1,4,0,1,0,16,12,0,0,0,0,1,4,0,130104,2009,31.5519,-83.9446,1
13,193,2,5,16,23,1,1,0,0,0,16,28,0,0,0,0,1,5,0,130105,2009,32.2932,-83.9951,1
13,153,2,6,23,31,2,2,0,0,8,23,48,0,0,0,0,1,6,1,130106,2009,32.4809,-83.7108,1
13,99,2,7,13,30,1,2,0,0,0,13,42,0,0,0,0,1,7,1,130107,2009,31.2768,-85.061,1
13,175,2,8,4,16,1,2,0,0,0,4,30,0,0,0,0,1,1,0,130108,2009,32.5533,-82.7028,1
13,99,2,8,14,39,3,3,0,0,1,99,99,0,0,0,0,1,1,0,130109,2009,31.4336,-84.9023,1
13,223,2,8,15,4,1,2,0,0,0,15,11,0,0,0,0,1,1,0,130110,2009,33.852,-84.9448,1
13,139,2,9,15,14,2,2,0,0,5,15,24,0,0,0,0,1,2,0,130111,2009,34.282,-83.7176,1
13,43,2,10,19,30,1,2,0,0,0,19,35,0,0,0,0,2,3,1,130112,2009,,,1
13,69,2,13,1,6,1,1,0,0,0,1,15,0,0,0,0,1,6,1,130113,2009,31.5342,-82.9521,1
13,89,2,13,23,50,1,2,1,0,0,88,88,0,0,0,0,1,6,0,130114,2009,33.9269,-84.2741,1
13,127,2,13,5,58,1,1,0,1,0,6,17,0,0,0,0,1,6,1,130115,2009,31.1786,-81.6297,1
13,139,2,13,15,40,2,2,0,1,1,15,43,0,0,0,0,1,6,1,130116,2009,34.3949,-83.6912,1
13,153,2,13,11,43,1,1,0,0,0,12,1,0,0,0,0,1,6,0,130117,2009,32.5311,-83.6095,1
13,229,2,13,19,33,1,4,1,0,0,19,42,0,0,0,0,1,6,0,130118,2009,31.2485,-82.2753,1
13,263,2,13,8,15,1,1,0,0,0,8,35,0,0,0,0,1,6,0,130119,2009,,,1
13,313,2,13,0,1,1,2,1,0,0,0,10,0,19,0,0,1,6,0,130120,2009,34.7475,-84.9103,1
13,111,2,14,16,57,1,1,0,0,0,17,2,0,0,0,0,1,7,0,130121,2009,34.9145,-84.3372,1
13,269,2,14,2,35,1,1,0,0,0,2,45,0,0,0,0,1,7,0,130122,2009,32.5841,-84.0899,2
13,313,2,14,17,20,2,3,0,0,5,17,27,0,0,0,0,1,7,0,130123,2009,34.7572,-84.9196,1
13,29,2,15,23,10,1,1,0,0,0,23,15,0,0,0,0,1,1,0,130124,2009,32.1098,-81.5001,1
13,175,2,15,6,45,1,1,0,1,0,6,58,0,0,0,0,1,1,0,130125,2009,32.5217,-83.0909,1
13,299,2,15,15,5,2,3,0,0,5,15,12,0,0,0,0,1,1,0,130126,2009,31.2125,-82.4173,1
13,43,2,16,20,21,1,2,0,0,0,20,32,0,0,0,0,1,2,1,130127,2009,32.3978,-82.0383,1
13,297,2,17,10,59,2,2,0,0,5,11,18,0,0,0,0,1,3,0,130128,2009,,,1
13,187,2,19,18,49,1,3,0,0,0,18,57,0,0,0,0,1,5,1,130129,2009,34.5053,-83.9107,1
13,89,2,20,18,0,1,1,0,0,0,18,9,0,0,0,0,1,6,0,130130,2009,33.7905,-84.1733,1
13,149,2,20,14,28,1,1,0,0,0,14,37,0,0,0,0,1,6,0,130131,2009,33.3828,-85.2762,1
13,241,2,20,12,50,2,2,0,1,5,12,57,0,0,0,0,1,6,0,130132,2009,34.9183,-83.3857,1
13,295,2,20,9,38,1,1,0,1,0,88,88,0,0,0,0,1,6,0,130133,2009,34.6736,-85.2714,1
13,45,2,21,4,48,2,4,0,0,1,4,51,0,0,0,0,1,7,1,130134,2009,33.6071,-84.9856,1
13,59,2,21,22,52,1,1,0,0,0,23,4,0,20,0,0,1,7,1,130135,2009,33.9779,-83.3337,1
13,217,2,21,11,49,1,2,0,0,0,12,3,0,0,0,0,1,7,0,130136,2009,33.5838,-83.9842,1
13,1,2,22,20,10,1,2,0,0,0,20,18,0,0,0,0,1,1,1,130137,2009,31.803,-82.2563,1
13,13,2,22,0,28,1,2,0,0,0,1,4,0,0,0,0,1,1,1,130138,2009,34.0259,-83.568,1
13,285,2,22,21,40,1,1,0,0,0,21,58,0,0,0,0,1,1,1,130139,2009,33.1173,-84.8608,1
13,85,2,23,16,32,2,5,0,0,5,16,40,0,0,0,0,1,2,0,130140,2009,34.3353,-84.1652,1
13,173,2,23,15,56,1,2,0,0,0,16,8,0,0,0,0,1,2,0,130141,2009,30.9363,-83.0087,1
13,305,2,23,18,19,1,2,0,0,0,18,26,0,0,0,0,1,2,1,130142,2009,31.5631,-81.8385,1
13,13,2,24,4,29,1,3,0,0,0,4,38,0,0,0,0,1,3,1,130143,2009,34.0174,-83.7781,1
13,45,2,24,11,4,1,1,0,0,0,11,14,0,0,0,0,1,3,0,130144,2009,33.4684,-85.2976,1
13,157,2,24,16,19,2,3,0,0,5,16,33,0,0,0,0,1,3,0,130145,2009,34.0558,-83.5013,1
13,13,2,24,16,36,1,1,0,0,0,16,52,0,0,0,0,1,3,0,130146,2009,34.138,-83.7551,1
13,51,2,24,19,7,1,2,1,0,0,19,9,0,0,0,0,1,3,0,130147,2009,32.0434,-81.1866,1
13,271,2,25,19,19,1,3,1,0,0,19,25,0,0,0,0,1,4,0,130148,2009,32.0788,-82.9133,1
13,15,2,26,15,49,1,1,0,0,0,16,23,0,0,0,0,1,5,0,130149,2009,34.2655,-84.7568,1
13,19,2,26,16,46,1,1,0,0,0,16,53,0,0,0,0,1,5,1,130150,2009,31.1591,-83.0877,1
13,67,2,26,19,40,2,2,0,0,5,19,43,0,0,0,0,1,5,0,130151,2009,34.0289,-84.557,1
13,135,2,26,22,51,1,1,0,0,0,22,58,0,0,0,0,1,5,1,130152,2009,33.8954,-83.9034,1
13,139,2,26,17,48,2,2,0,0,5,17,54,0,0,0,0,1,5,0,130153,2009,34.3317,-83.7824,1
13,25,2,27,23,0,1,1,0,0,0,23,9,0,0,0,0,1,6,0,130154,2009,,,1
13,119,2,27,13,36,3,3,0,0,2,13,44,0,0,0,0,1,6,0,130155,2009,34.3274,-83.353,2
13,137,2,27,11,11,1,2,0,1,0,11,19,0,0,0,0,1,6,0,130156,2009,34.5643,-83.5112,2
13,157,2,27,19,54,2,2,0,0,4,19,57,0,0,0,0,1,6,0,130157,2009,34.22,-83.6151,2
13,5,2,28,19,4,1,5,1,1,0,19,13,0,0,0,0,1,7,0,130158,2009,31.633,-82.456,2
13,13,2,28,3,7,3,4,0,1,2,3,16,0,0,0,0,1,7,0,130159,2009,33.9516,-83.6683,2
13,71,2,28,3,40,1,2,1,0,0,3,46,0,0,0,0,1,7,0,130160,2009,31.1706,-83.8114,1
13,135,2,28,19,57,2,2,0,0,2,20,7,0,0,0,0,1,7,0,130161,2009,34.1302,-83.9796,2
13,185,2,28,13,11,2,5,0,0,2,13,26,0,0,0,0,1,7,0,130162,2009,30.6917,-83.352,8
13,211,2,28,4,4,2,5,0,1,5,4,28,0,0,0,0,3,7,0,130163,2009,33.5404,-83.3158,2
13,51,1,12,19,17,1,1,0,1,0,19,23,0,0,0,0,1,2,0,130164,2009,32.0724,-81.2286,1
13,21,1,31,9,22,1,2,1,0,0,9,33,0,0,0,0,1,7,0,130165,2009,32.803,-83.6614,1
13,63,1,13,21,20,2,1,0,1,1,21,30,0,0,0,0,1,3,0,130166,2009,33.5992,-84.291,1
13,89,2,13,23,41,1,2,1,0,0,23,49,0,0,0,0,1,6,1,130167,2009,33.8882,-84.3091,1
13,89,2,17,0,15,1,1,0,0,0,0,20,0,0,0,0,1,3,1,130168,2009,33.6696,-84.1977,1
13,121,2,17,14,26,3,3,0,0,1,14,33,0,0,0,0,1,3,0,130169,2009,34.0213,-84.3162,1
13,207,2,19,11,6,1,1,0,0,0,11,10,0,0,0,0,1,5,0,130170,2009,32.9343,-83.79,1
13,121,2,24,8,0,1,2,1,0,0,8,5,0,0,0,0,1,3,0,130171,2009,33.5746,-84.5303,1
13,89,2,26,8,22,2,3,0,0,5,8,45,0,0,0,0,1,5,0,130172,2009,33.8547,-84.2811,1
13,121,2,27,18,55,3,4,0,0,7,19,0,0,0,0,0,2,6,0,130173,2009,33.7222,-84.4643,2
13,215,2,9,12,24,3,4,0,1,5,12,31,0,0,0,0,1,2,0,130174,2009,32.5318,-84.9743,1
13,215,2,25,16,49,1,1,0,0,0,17,12,0,0,0,0,1,4,0,130175,2009,32.5222,-84.9723,1
13,21,1,14,8,10,2,3,1,0,0,8,16,0,14,0,0,1,4,0,130176,2009,32.8317,-83.7893,1
13,123,2,9,15,35,1,1,0,0,0,88,88,0,0,0,0,1,2,1,130177,2009,34.7478,-84.4204,1
13,95,2,6,8,18,2,3,0,0,2,8,28,0,0,0,0,1,6,0,130178,2009,31.5527,-84.1496,1
13,121,2,7,14,6,2,6,0,0,2,14,10,0,0,0,0,1,7,0,130179,2009,34.0749,-84.2638,1
13,121,2,14,23,57,1,1,0,1,0,23,58,0,0,0,0,1,7,0,130180,2009,33.6506,-84.4974,1
13,151,2,16,20,41,2,3,0,0,2,20,52,0,0,0,0,1,2,1,130181,2009,33.4445,-84.1048,1
13,291,2,24,19,6,2,5,0,0,2,19,9,0,0,0,0,1,3,0,130182,2009,34.8779,-83.9597,1
13,121,2,27,21,25,2,2,0,1,0,21,34,0,0,0,0,1,6,0,130183,2009,33.7666,-84.5275,2
13,33,3,1,1,43,1,2,0,0,0,1,56,0,0,0,0,1,1,1,130184,2009,33.258,-82.1477,2
13,63,3,1,4,25,1,5,0,1,0,4,57,0,0,0,0,1,1,0,130185,2009,33.6177,-84.3985,2
13,135,3,1,4,25,2,2,0,1,3,88,88,0,0,0,0,1,1,2,130186,2009,34.025,-84.0555,2
13,93,3,3,11,32,2,2,0,0,7,11,45,0,0,0,0,1,3,0,130187,2009,32.0375,-83.7938,1
13,135,3,3,19,48,1,2,1,0,0,20,0,0,0,0,0,1,3,0,130188,2009,33.9429,-84.2063,1
13,45,3,2,17,32,1,1,0,0,0,17,43,0,0,0,0,1,2,0,130189,2009,33.7529,-84.9038,1
13,199,3,4,18,12,1,3,1,0,0,18,27,0,99,99,99,1,4,0,130190,2009,32.9856,-84.5427,1
13,11,3,6,11,47,2,3,0,0,5,11,52,0,0,0,0,2,6,0,130191,2009,34.372,-83.4037,1
13,71,3,5,14,58,1,1,0,0,0,15,14,0,0,0,0,1,5,1,130192,2009,31.2173,-83.9417,1
13,115,3,6,0,23,1,1,0,0,0,2,29,0,0,0,0,1,6,1,130193,2009,34.3897,-85.0465,1
13,191,3,6,17,47,3,4,0,1,2,18,1,0,14,0,0,1,6,0,130194,2009,31.5249,-81.4455,1
13,15,3,7,14,47,1,4,0,1,0,14,57,0,0,0,0,1,7,0,130195,2009,34.3103,-84.8375,1
13,135,3,11,9,47,2,1,0,0,0,88,88,0,0,0,0,1,4,0,130196,2009,33.9288,-84.2614,1
13,115,3,17,22,56,1,2,1,0,0,23,4,0,0,0,0,1,3,0,130197,2009,34.1669,-85.1432,1
