VEH_NO,PER_NO,AGE,SEX,REST_USE,ST_CASE,BODY_TYP
1,2,18,2,0,61764,20
2,1,19,2,3,61764,4
2,2,19,2,3,61764,4
3,1,99,9,99,61764,4
3,2,19,2,0,61764,4
1,1,62,1,3,61765,4
1,2,58,2,3,61765,4
2,1,50,2,3,61765,2
2,2,24,2,3,61765,2
1,1,18,2,3,61766,6
1,2,17,2,0,61766,6
1,3,16,2,0,61766,6
1,4,19,1,3,61766,6
1,1,21,1,3,61767,31
1,2,25,2,0,61767,31
1,3,18,1,3,61767,31
1,1,20,1,0,61768,4
2,1,99,1,99,61768,4
1,1,41,2,3,61769,14
1,1,25,1,99,61770,31
1,2,21,1,99,61770,31
2,1,43,1,5,61770,80
1,1,20,1,3,61771,4
1,2,26,2,3,61771,4
1,3,54,1,3,61771,4
1,1,18,1,3,61772,3
1,2,12,1,3,61772,3
1,1,44,1,0,61773,14
1,1,27,1,5,61774,80
1,1,20,1,0,61775,66
2,1,42,1,3,61775,4
1,1,37,1,0,61776,4
2,1,48,1,3,61776,66
2,2,48,1,3,61776,66
1,1,24,1,0,61777,3
1,2,23,2,3,61777,3
1,3,4,2,4,61777,3
1,4,1,1,4,61777,3
2,1,62,1,3,61777,14
2,2,59,2,3,61777,14
1,1,19,1,0,61778,14
2,1,29,1,3,61778,4
2,2,28,2,99,61778,4
1,1,48,2,3,61779,4
1,2,99,9,99,61779,4
1,1,42,2,3,61780,4
1,2,7,2,3,61780,4
1,3,19,2,3,61780,4
1,4,23,2,3,61780,4
2,1,39,1,3,61780,20
2,2,43,1,3,61780,20
1,1,17,1,3,61781,14
2,1,29,1,0,61781,31
2,2,26,1,3,61781,31
2,3,61,1,0,61781,31
2,4,27,1,0,61781,31
1,1,27,1,1,61782,4
2,1,33,1,3,61782,66
1,1,45,1,99,61783,66
0,1,57,1,0,61784,
1,1,32,2,3,61784,1
1,1,55,1,5,61785,80
1,1,30,1,3,61786,9
1,2,36,1,3,61786,9
2,1,36,1,3,61786,31
1,1,40,1,3,61787,2
1,2,35,1,3,61787,2
1,3,37,1,3,61787,2
1,4,44,1,3,61787,2
2,1,33,1,3,61787,66
1,1,44,1,99,61788,21
1,1,49,1,0,61789,31
1,1,21,1,0,61790,15
1,2,16,1,3,61790,15
1,3,15,1,3,61790,15
1,4,21,1,2,61790,15
1,5,99,1,99,61790,15
1,1,24,2,3,61791,4
1,2,23,2,0,61791,4
0,1,31,1,0,61792,
1,1,29,1,3,61792,31
1,1,81,1,3,61793,30
1,1,39,1,2,61794,2
1,2,35,1,2,61794,2
1,1,26,1,3,61795,14
1,2,11,1,3,61795,14
1,3,28,2,3,61795,14
1,4,51,1,99,61795,14
1,1,21,2,3,61796,4
1,2,16,2,0,61796,4
1,3,18,1,3,61796,4
1,4,0,1,4,61796,4
1,1,24,1,3,61797,6
1,2,21,2,0,61797,6
1,3,2,2,4,61797,6
1,1,49,1,3,61798,63
1,1,27,1,3,61799,4
1,1,79,1,3,61800,14
1,2,83,2,99,61800,14
0,1,48,2,0,61801,
1,1,25,1,3,61801,2
0,1,16,2,0,61802,
1,1,99,1,99,61802,2
0,1,52,1,0,61803,
1,1,38,1,99,61803,16
1,1,38,2,3,61804,4
1,1,26,1,3,61805,31
0,1,80,1,0,61806,
1,1,50,1,15,61806,80
1,1,17,2,3,61807,14
1,2,24,1,0,61807,14
1,3,20,1,99,61807,14
0,1,17,2,0,61808,
1,1,31,1,3,61808,4
0,1,51,1,0,61809,
1,1,99,9,99,61809,99
1,1,21,1,3,61810,2
1,1,34,1,0,61811,14
1,2,34,2,3,61811,14
1,3,13,2,3,61811,14
1,4,11,2,3,61811,14
1,1,37,1,5,61812,80
0,1,5,1,0,61813,
1,1,49,2,1,61813,31
0,1,60,2,0,61814,
1,1,54,1,3,61814,14
1,2,53,2,3,61814,14
1,1,27,1,0,61815,2
1,2,47,1,0,61815,2
1,1,85,1,3,61816,6
1,1,25,1,0,61817,2
1,1,25,1,0,61818,4
1,1,60,1,3,61819,16
1,2,35,1,3,61819,16
1,1,26,1,3,61820,2
1,2,22,2,3,61820,2
1,1,51,1,3,61821,31
1,2,27,1,3,61821,31
1,3,16,2,2,61821,31
0,1,67,2,0,61822,
1,1,45,1,3,61822,31
0,1,7,1,0,61823,
1,1,68,1,3,61823,4
0,1,8,1,0,61824,
1,1,36,1,3,61824,66
1,1,18,1,5,61825,80
0,1,41,2,0,61826,
1,1,48,1,3,61826,30
1,1,35,1,5,61827,80
1,1,22,2,99,61828,2
0,1,57,1,0,61829,
1,1,28,2,99,61829,4
1,1,20,1,0,61830,3
1,2,12,2,2,61830,3
1,3,6,1,3,61830,3
1,1,37,2,3,61831,20
1,2,34,1,3,61831,20
1,1,24,1,0,61832,30
2,1,37,2,3,61832,15
1,1,19,1,3,61833,20
2,1,19,1,5,61833,80
1,1,29,1,3,61834,6
1,2,26,1,99,61834,6
2,1,65,2,3,61834,4
1,1,43,1,3,61835,31
0,1,91,1,0,61836,
1,1,71,2,3,61836,6
1,2,14,2,3,61836,6
0,1,56,1,0,61837,
1,1,40,2,3,61837,15
1,1,41,1,0,61838,15
1,2,38,2,0,61838,15
1,1,21,2,3,61839,14
1,2,23,2,3,61839,14
2,1,84,2,3,61839,4
1,1,37,2,0,61840,20
1,2,38,1,0,61840,20
1,3,4,2,99,61840,20
1,4,13,1,3,61840,20
1,5,7,2,0,61840,20
1,6,3,2,2,61840,20
1,7,99,1,0,61840,20
2,1,29,1,3,61840,4
2,2,66,1,3,61840,4
1,1,34,1,3,61841,4
1,2,52,1,0,61841,4
0,1,40,1,0,61842,
0,2,17,1,0,61842,
1,1,49,1,3,61842,31
2,1,41,2,3,61842,6
1,1,25,1,5,61843,80
1,1,24,2,3,61844,31
2,1,39,1,5,61844,80
0,1,21,1,0,61845,
1,1,53,1,3,61845,2
2,1,19,2,3,61845,9
1,1,22,1,3,61846,21
2,1,26,2,3,61846,4
2,2,24,2,3,61846,4
1,1,19,1,0,61847,31
1,2,19,1,3,61847,31
1,3,19,1,0,61847,31
0,1,49,1,0,61848,
1,1,24,1,3,61848,67
1,1,74,1,3,61849,30
2,1,35,1,3,61849,30
0,1,21,2,0,61850,
0,2,21,2,0,61850,
0,3,21,2,0,61850,
1,1,29,1,3,61850,4
2,1,33,1,3,61850,1
1,1,24,1,0,61851,31
2,1,21,1,3,61851,4
1,1,64,1,3,61852,14
2,1,48,1,3,61852,31
2,2,13,1,2,61852,31
2,3,40,2,3,61852,31
2,4,10,2,0,61852,31
2,5,10,2,2,61852,31
2,6,7,1,3,61852,31
1,1,47,1,3,61853,4
1,1,23,1,0,61854,4
1,2,31,1,0,61854,4
2,1,59,1,3,61854,4
2,2,60,2,3,61854,4
3,1,27,1,3,61854,4
4,1,23,1,0,61854,31
1,1,66,1,3,61855,30
1,2,49,1,3,61855,30
1,3,54,1,99,61855,30
0,1,46,1,0,61856,
1,1,99,9,99,61856,99
1,1,25,1,3,61857,4
1,2,31,2,0,61857,4
2,1,30,1,3,61857,4
2,2,9,1,3,61857,4
0,1,35,2,0,61858,
0,2,27,1,0,61858,
1,1,19,2,3,61858,30
0,1,83,2,0,61859,
1,1,49,1,2,61859,52
0,1,21,2,0,61860,
1,1,36,1,3,61860,31
1,1,26,1,0,61861,30
1,1,18,2,3,61862,2
1,2,19,2,0,61862,2
1,3,19,1,3,61862,2
1,4,18,1,0,61862,2
0,1,83,1,0,61863,
1,1,23,2,3,61863,4
1,2,23,2,3,61863,4
1,1,20,1,3,61864,3
1,2,53,1,0,61864,3
1,3,27,1,0,61864,3
1,4,32,1,3,61864,3
1,5,24,1,0,61864,3
1,1,21,1,3,61865,4
1,2,47,2,3,61865,4
2,1,35,1,3,61865,66
1,1,99,9,99,61866,99
2,1,39,2,3,61866,14
2,2,61,2,3,61866,14
3,1,46,1,3,61866,15
3,2,35,2,3,61866,15
3,3,8,1,3,61866,15
3,4,10,1,3,61866,15
3,5,4,2,3,61866,15
1,1,41,1,5,61867,80
2,1,44,1,5,61867,80
1,1,26,1,0,61868,80
1,1,23,1,3,61869,14
1,2,54,1,3,61869,14
1,3,52,2,3,61869,14
1,1,19,1,3,61870,1
0,1,38,1,0,61871,
1,1,20,1,3,61871,4
3,1,52,1,0,61871,30
0,1,10,2,0,61872,
1,1,31,2,3,61872,58
1,1,19,1,0,61873,4
2,1,35,1,3,61873,20
3,1,24,2,3,61873,30
1,1,37,1,0,61874,30
1,2,39,1,0,61874,30
1,1,18,1,5,61875,80
2,1,25,1,3,61875,30
1,1,17,1,3,61876,4
1,2,16,2,3,61876,4
1,3,16,1,3,61876,4
1,4,7,1,3,61876,4
2,1,44,1,3,61876,4
1,1,27,1,5,61877,80
2,1,24,1,3,61877,4
1,1,19,1,0,61878,30
2,1,58,1,3,61878,63
1,1,19,2,99,61879,4
2,1,19,2,3,61879,15
2,2,20,2,3,61879,15
2,3,17,1,0,61879,15
2,4,19,2,3,61879,15
2,5,19,1,3,61879,15
2,6,11,1,0,61879,15
0,1,21,1,0,61880,
1,1,21,1,3,61880,15
1,2,15,1,3,61880,15
1,1,24,1,3,61881,14
1,2,22,1,3,61881,14
2,1,22,1,3,61881,3
0,1,49,2,0,61882,
1,1,68,1,3,61882,14
1,2,76,2,3,61882,14
0,1,27,1,0,61883,
1,1,21,2,3,61883,3
1,1,26,1,0,61884,2
2,1,44,1,3,61884,4
2,2,52,1,0,61884,4
2,3,44,1,0,61884,4
2,4,24,1,3,61884,4
0,1,25,1,0,61885,
1,1,18,1,3,61885,2
1,1,23,1,99,61886,14
2,1,31,1,3,61886,30
2,2,4,1,14,61886,30
2,3,30,2,3,61886,30
2,4,1,2,14,61886,30
2,5,12,2,3,61886,30
1,1,29,1,99,61887,4
2,1,27,2,3,61887,2
2,2,0,2,4,61887,2
2,3,7,1,3,61887,2
0,1,1,2,0,61888,
1,1,23,1,3,61888,4
0,1,29,1,0,61889,
1,1,63,1,3,61889,66
0,1,83,1,0,61890,
1,1,99,9,99,61890,99
1,1,41,2,3,61891,31
1,2,57,1,3,61891,31
1,3,35,2,3,61891,31
1,4,37,1,0,61891,31
1,5,67,2,0,61891,31
1,6,19,1,0,61891,31
1,7,16,2,0,61891,31
1,8,10,1,0,61891,31
1,1,50,2,3,61892,4
0,1,70,1,0,61893,
1,1,33,2,3,61893,14
1,2,5,2,4,61893,14
1,1,22,1,3,61894,14
1,2,36,2,3,61894,14
1,1,70,2,3,61895,14
1,2,14,1,3,61895,14
0,1,30,1,0,61896,
1,1,38,1,0,61896,63
1,1,43,1,3,61897,4
1,1,49,1,15,61898,80
2,1,50,1,3,61898,63
0,1,62,1,0,61899,
1,1,31,1,3,61899,4
0,1,76,2,0,61900,
1,1,18,1,3,61900,31
1,2,19,1,3,61900,31
1,1,25,1,3,61901,4
1,2,21,1,3,61901,4
1,3,21,1,0,61901,4
1,4,24,2,0,61901,4
1,5,22,1,0,61901,4
1,1,22,2,3,61902,4
1,2,25,1,99,61902,4
2,1,19,2,3,61902,4
1,1,32,1,3,61903,4
1,2,32,1,3,61903,4
0,1,47,1,0,61904,
1,1,42,1,3,61904,63
1,1,32,1,5,61905,80
1,2,20,2,5,61905,80
1,1,46,2,3,61906,4
1,2,6,1,3,61906,4
1,1,56,1,5,61907,80
1,1,51,1,3,61908,31
2,1,20,1,99,61908,15
2,2,20,2,3,61908,15
2,3,22,1,0,61908,15
2,4,20,1,3,61908,15
1,1,23,1,3,61909,31
2,1,64,1,2,61909,4
2,2,61,2,3,61909,4
1,1,20,1,3,61910,2
1,1,56,1,5,61911,80
2,1,44,1,5,61911,80
1,1,22,2,3,61912,14
1,2,5,1,14,61912,14
2,1,25,1,3,61912,66
1,1,22,2,3,61913,4
1,2,82,2,3,61913,4
1,3,84,1,3,61913,4
2,1,22,1,3,61913,31
1,1,21,1,3,61914,2
0,1,33,1,0,61915,
1,1,57,2,3,61915,4
1,1,40,1,5,61916,80
1,1,54,1,5,61917,80
1,2,46,2,5,61917,80
1,1,43,1,3,61918,21
1,2,23,2,0,61918,21
1,3,30,1,3,61918,21
1,4,25,2,0,61918,21
1,5,25,2,0,61918,21
1,6,26,1,3,61918,21
1,7,24,1,3,61918,21
2,1,31,1,3,61918,21
2,2,25,2,0,61918,21
2,3,28,1,3,61918,21
2,4,28,1,3,61918,21
2,5,23,1,3,61918,21
2,6,26,1,0,61918,21
2,7,21,2,0,61918,21
1,1,16,1,0,61919,4
1,1,22,1,3,61920,4
1,1,53,1,0,61921,80
1,2,45,2,5,61921,80
2,1,45,2,1,61921,31
2,2,11,1,3,61921,31
2,3,13,1,3,61921,31
1,1,99,9,99,61922,99
1,2,25,1,99,61922,99
2,1,25,1,3,61922,4
3,1,28,1,3,61922,52
1,1,28,2,0,61923,14
1,2,0,2,14,61923,14
1,3,25,1,0,61923,14
1,4,1,1,14,61923,14
1,1,60,2,99,61924,4
2,1,19,1,3,61924,14
3,1,18,1,3,61924,14
1,1,19,1,3,61925,2
2,1,40,1,3,61925,31
3,1,52,2,3,61925,6
3,2,45,2,3,61925,6
3,3,1,2,4,61925,6
0,1,26,1,0,61926,
0,2,19,1,0,61926,
1,1,49,1,3,61926,4
2,1,99,9,99,61926,99
3,1,19,1,3,61926,4
4,1,31,1,3,61926,3
1,1,73,1,3,61927,4
2,1,45,1,3,61927,31
1,1,19,1,3,61928,14
2,1,64,2,3,61928,4
2,2,90,2,3,61928,4
1,1,17,1,3,61929,20
1,2,40,2,3,61929,20
1,3,19,2,3,61929,20
1,4,99,1,3,61929,20
2,1,48,1,3,61929,30
2,2,75,2,0,61929,30
2,3,27,2,0,61929,30
2,4,48,2,3,61929,30
2,5,28,1,3,61929,30
2,6,1,1,14,61929,30
3,1,35,2,3,61929,16
3,2,33,2,99,61929,16
3,3,10,2,3,61929,16
3,4,10,2,3,61929,16
3,5,8,2,3,61929,16
3,6,4,1,2,61929,16
3,7,8,2,3,61929,16
1,1,45,1,3,61930,4
1,2,45,2,3,61930,4
2,1,55,1,5,61930,80
1,1,20,2,3,61931,4
1,2,21,2,3,61931,4
2,1,22,1,3,61931,4
1,1,48,2,3,61932,14
1,2,22,2,3,61932,14
1,3,18,1,3,61932,14
1,4,19,2,3,61932,14
1,1,18,1,0,61933,15
1,1,22,1,0,61934,31
1,1,56,1,5,61935,80
1,1,20,1,5,61936,80
2,1,64,2,3,61936,4
1,1,18,1,3,61937,4
1,2,16,1,3,61937,4
1,3,16,1,3,61937,4
1,4,14,1,3,61937,4
2,1,32,1,3,61937,4
2,2,30,2,3,61937,4
2,3,1,1,14,61937,4
1,1,57,1,5,61938,80
0,1,61,1,0,61939,
1,1,99,9,99,61939,99
1,1,81,2,1,61940,4
1,2,82,1,1,61940,4
1,1,24,1,3,61941,4
1,2,21,2,3,61941,4
1,1,78,1,3,61942,4
1,2,76,2,3,61942,4
1,3,47,2,3,61942,4
2,1,29,1,0,61942,21
2,2,6,2,4,61942,21
2,3,5,2,4,61942,21
2,4,3,2,4,61942,21
1,1,79,1,99,61943,14
1,1,22,1,5,61944,80
1,2,21,2,5,61944,80
2,1,23,2,3,61944,15
2,2,10,2,3,61944,15
2,3,4,1,99,61944,15
2,4,2,2,4,61944,15
2,5,33,1,3,61944,15
0,1,24,1,0,61945,
1,1,52,1,3,61945,4
1,2,49,2,3,61945,4
1,3,23,2,3,61945,4
1,4,21,2,3,61945,4
1,5,47,2,3,61945,4
1,1,22,1,3,61946,21
2,1,59,1,3,61946,4
2,2,42,1,3,61946,4
2,3,50,1,3,61946,4
2,4,58,1,3,61946,4
3,1,32,1,3,61946,14
3,2,33,2,3,61946,14
3,3,8,2,3,61946,14
3,4,1,2,4,61946,14
4,1,39,2,3,61946,16
4,2,16,1,3,61946,16
4,3,16,1,3,61946,16
4,4,11,2,3,61946,16
4,5,13,1,3,61946,16
4,6,8,1,3,61946,16
1,1,30,1,99,61947,2
2,1,48,1,5,61947,80
1,1,21,1,3,61948,16
1,2,48,1,3,61948,16
2,1,35,1,3,61948,31
2,2,31,2,3,61948,31
2,3,15,1,3,61948,31
2,4,4,1,4,61948,31
3,1,63,1,3,61948,20
3,2,61,2,3,61948,20
1,1,27,1,5,61949,80
1,1,38,1,0,61950,14
2,1,23,1,3,61950,4
1,1,70,1,3,61951,30
2,1,37,2,3,61951,31
3,1,67,1,3,61951,4
1,1,19,1,3,61952,3
1,2,19,1,3,61952,3
1,1,17,1,3,61953,4
2,1,30,1,0,61953,4
1,1,25,1,0,61954,62
1,2,34,1,3,61954,62
1,1,31,1,3,61955,67
1,2,31,1,0,61955,67
1,3,20,1,0,61955,67
1,4,28,1,3,61955,67
1,5,33,1,2,61955,67
1,6,32,1,3,61955,67
1,7,22,1,3,61955,67
2,1,53,1,3,61955,66
3,1,44,1,3,61955,20
3,2,36,2,3,61955,20
3,3,1,2,4,61955,20
3,4,8,2,4,61955,20
1,1,20,2,3,61956,4
1,2,18,2,3,61956,4
1,3,18,2,99,61956,4
1,4,20,2,99,61956,4
1,1,18,1,1,61957,4
1,2,17,2,1,61957,4
1,3,16,2,3,61957,4
1,4,1,2,14,61957,4
1,1,35,1,0,61958,80
2,1,59,1,3,61958,31
0,1,17,1,0,61959,
1,1,99,9,99,61959,99
1,1,18,1,0,61960,16
1,1,47,1,5,61961,80
2,1,30,1,99,61961,61
1,1,45,1,3,61962,62
1,2,22,1,3,61962,62
2,1,31,2,3,61962,14
2,2,21,2,3,61962,14
2,3,2,2,4,61962,14
2,4,0,2,4,61962,14
3,1,75,1,3,61962,2
3,2,67,2,3,61962,2
4,1,22,1,3,61962,4
4,2,21,1,3,61962,4
4,3,17,1,3,61962,4
4,4,13,1,3,61962,4
5,1,49,2,3,61962,14
5,2,14,1,3,61962,14
5,3,17,2,3,61962,14
6,1,27,2,3,61962,4
6,2,26,2,3,61962,4
6,3,23,2,3,61962,4
7,1,52,2,3,61962,4
7,2,18,1,3,61962,4
1,1,28,1,0,61963,3
1,2,38,2,0,61963,3
1,3,22,1,99,61963,3
1,4,15,1,99,61963,3
1,5,13,2,99,61963,3
1,6,15,2,0,61963,3
1,1,29,1,0,61964,15
1,1,19,2,3,61965,4
1,2,37,1,3,61965,4
1,3,43,2,2,61965,4
1,4,80,2,2,61965,4
2,1,56,1,3,61965,4
0,1,39,1,0,61966,
1,1,28,1,3,61966,14
1,2,24,2,3,61966,14
1,1,57,1,2,61967,31
1,1,38,1,0,61968,31
1,1,20,1,3,61969,6
1,2,21,2,3,61969,6
0,1,17,2,0,61970,
1,1,99,9,99,61970,99
1,1,22,1,3,61971,4
1,2,16,1,3,61971,4
1,1,32,1,3,61972,14
1,2,29,2,0,61972,14
1,3,40,2,3,61972,14
1,4,80,2,3,61972,14
1,5,57,2,99,61972,14
0,1,10,1,0,61973,
1,1,19,2,3,61973,31
1,1,20,2,3,61974,4
1,2,20,2,3,61974,4
1,1,44,1,5,61975,80
1,1,22,1,5,61976,80
2,1,23,1,3,61976,31
2,2,46,1,99,61976,31
1,1,42,1,5,61977,80
0,1,42,2,0,61978,
1,1,39,2,99,61978,4
1,2,13,1,99,61978,4
0,1,74,2,0,61979,
1,1,50,1,3,61979,31
1,1,54,2,3,61980,4
1,1,59,1,0,61981,31
1,1,51,1,5,61982,80
0,1,52,1,0,61983,
1,1,35,2,3,61983,4
0,1,18,1,0,61984,
1,1,19,2,3,61984,1
0,1,18,1,0,61985,
1,1,61,1,3,61985,20
0,1,91,1,0,61986,
1,1,24,1,3,61986,21
1,1,12,1,99,61987,2
0,1,83,2,0,61988,
1,1,80,1,3,61988,4
0,1,68,2,0,61989,
0,2,11,2,0,61989,
1,1,51,1,3,61989,2
0,1,48,1,0,61990,
1,1,59,1,3,61990,2
1,1,17,2,3,61991,14
1,1,19,1,3,61992,14
1,2,20,1,0,61992,14
1,3,19,1,2,61992,14
0,1,25,1,0,61993,
0,2,99,1,0,61993,
1,1,99,9,99,61993,99
1,1,34,2,3,61994,4
1,2,37,1,0,61994,4
1,3,10,1,0,61994,4
0,1,18,1,0,61995,
1,1,38,1,2,61995,3
1,1,32,1,3,61996,1
1,2,33,2,3,61996,1
1,1,50,1,0,61997,14
1,2,53,1,0,61997,14
1,3,46,1,0,61997,14
1,4,99,1,0,61997,14
1,1,60,1,0,61998,3
1,2,61,2,3,61998,3
1,1,77,1,0,61999,14
1,1,37,1,0,62000,2
0,1,6,1,0,62001,
1,1,99,1,99,62001,14
1,1,45,1,3,62002,14
1,1,30,1,3,62003,2
1,1,23,1,3,62004,3
1,2,28,2,0,62004,3
0,1,18,1,0,62005,
1,1,99,9,99,62005,99
1,1,46,1,5,62006,80
1,1,41,2,3,62007,31
1,1,48,1,0,62008,15
1,2,65,1,3,62008,15
0,1,10,1,0,62009,
1,1,56,2,3,62009,3
1,1,50,1,0,62010,16
0,1,56,1,0,62011,
1,1,28,1,99,62011,4
1,1,73,2,3,62012,4
2,1,25,1,5,62012,80
1,1,18,1,0,62013,31
1,2,26,2,0,62013,31
1,3,15,2,2,62013,31
1,4,17,1,3,62013,31
1,1,60,1,5,62014,80
1,1,26,1,3,62015,31
2,1,36,2,99,62015,4
2,2,34,1,99,62015,4
2,3,10,1,99,62015,4
2,4,16,2,99,62015,4
2,5,4,1,99,62015,4
1,1,31,1,5,62016,80
2,1,26,1,3,62016,4
2,2,27,2,99,62016,4
1,1,36,1,5,62017,80
2,1,29,1,3,62017,31
2,2,31,2,3,62017,31
0,1,40,2,0,62018,
1,1,99,9,99,62018,99
1,1,22,9,3,62019,4
1,2,19,1,3,62019,4
1,1,36,1,3,62020,2
2,1,44,1,3,62020,31
2,2,39,2,3,62020,31
2,3,43,2,3,62020,31
2,4,39,2,3,62020,31
1,1,48,2,3,62021,31
2,1,58,1,5,62021,80
0,1,24,1,0,62022,
1,1,33,1,3,62022,4
1,1,29,2,3,62023,4
1,2,43,2,3,62023,4
2,1,23,1,3,62023,3
1,1,27,2,3,62024,30
1,1,17,1,3,62025,2
2,1,53,1,3,62025,30
2,2,75,2,3,62025,30
1,1,53,1,0,62026,31
2,1,57,1,3,62026,3
1,1,41,2,13,62027,15
1,2,40,2,3,62027,15
1,3,12,2,0,62027,15
1,4,2,2,99,62027,15
1,5,13,2,3,62027,15
1,6,16,1,0,62027,15
1,7,11,1,0,62027,15
1,8,15,2,0,62027,15
0,1,21,2,0,62028,
1,1,19,1,99,62028,2
1,1,42,1,3,62029,66
2,1,58,1,2,62029,30
1,1,59,2,3,62030,4
1,2,53,2,3,62030,4
1,3,10,2,3,62030,4
1,1,63,2,3,62031,14
1,2,48,2,3,62031,14
2,1,48,1,0,62031,66
0,1,17,1,0,62032,
1,1,30,1,3,62032,4
1,1,44,1,99,62033,4
1,1,34,1,3,62034,4
1,2,60,2,0,62034,4
1,3,41,2,3,62034,4
1,4,14,1,3,62034,4
2,1,76,1,3,62034,4
3,1,48,1,3,62034,20
3,2,47,2,3,62034,20
1,1,20,1,3,62035,4
1,2,16,1,0,62035,4
2,1,44,1,3,62035,66
1,1,38,1,3,62036,4
0,1,6,1,0,62037,
1,1,47,2,3,62037,14
1,1,51,1,3,62038,4
1,1,45,1,0,62039,3
1,2,30,2,0,62039,3
0,1,44,1,0,62040,
1,1,23,1,99,62040,4
1,1,49,1,0,62041,31
1,1,25,1,5,62042,80
2,1,33,1,3,62042,4
2,2,4,9,99,62042,4
3,1,33,1,3,62042,1
1,1,48,1,3,62043,30
2,1,45,1,5,62043,80
1,1,37,1,0,62044,14
2,1,45,2,3,62044,20
2,2,77,1,3,62044,20
1,1,70,2,3,62045,6
1,2,76,1,3,62045,6
2,1,66,1,3,62045,31
3,1,49,1,3,62045,31
1,1,32,1,0,62046,31
1,2,31,1,99,62046,31
1,1,48,1,99,62047,4
1,1,43,1,0,62048,4
1,2,21,2,3,62048,4
1,1,25,1,5,62049,80
1,1,23,1,0,62050,80
1,2,18,2,0,62050,80
1,1,19,1,3,62051,3
1,2,18,1,3,62051,3
1,3,21,1,0,62051,3
1,4,19,1,0,62051,3
1,5,20,1,0,62051,3
1,1,44,2,3,62052,14
1,2,49,1,0,62052,14
1,3,12,2,3,62052,14
1,1,24,1,0,62053,30
1,2,32,1,0,62053,30
1,1,21,1,3,62054,2
0,1,50,1,0,62055,
1,1,59,2,3,62055,4
1,1,74,1,3,62056,4
1,2,71,2,3,62056,4
2,1,36,2,3,62056,31
0,1,93,1,0,62057,
1,1,30,1,3,62058,4
1,2,23,2,3,62058,4
2,1,54,1,3,62058,14
2,2,81,1,3,62058,14
3,1,44,1,3,62058,4
1,1,33,1,3,62059,31
1,1,24,1,5,62060,80
0,1,20,1,0,62061,
1,1,26,1,99,62061,31
2,1,58,2,3,62061,4
1,1,36,1,5,62062,80
2,1,99,1,99,62062,99
1,1,44,1,5,62063,80
1,1,31,2,0,62064,9
1,2,57,1,0,62064,9
2,1,76,1,3,62064,4
2,2,73,1,3,62064,4
3,1,50,1,3,62064,6
3,2,17,1,3,62064,6
3,3,14,2,3,62064,6
1,1,18,1,99,62065,31
2,1,27,1,3,62065,30
2,2,24,2,3,62065,30
1,1,75,2,3,62066,4
1,2,76,1,3,62066,4
2,1,43,1,3,62066,4
3,1,56,2,3,62066,14
4,1,47,1,3,62066,21
4,2,41,1,3,62066,21
1,1,46,2,3,62067,4
1,2,16,1,3,62067,4
1,3,17,1,3,62067,4
2,1,41,1,3,62067,30
1,1,23,1,99,62068,4
2,1,24,2,99,62068,4
3,1,61,2,3,62068,4
4,1,58,1,99,62068,3
1,1,36,1,0,62069,4
2,1,57,1,3,62069,4
2,2,80,1,3,62069,4
2,3,56,2,3,62069,4
1,1,55,2,3,62070,20
1,2,26,1,3,62070,20
2,1,21,1,5,62070,80
1,1,45,1,3,62071,31
2,1,19,1,0,62071,31
2,2,17,1,3,62071,31
1,1,30,1,5,62072,80
1,1,29,1,3,62073,4
2,1,21,2,3,62073,4
2,2,20,2,3,62073,4
3,1,27,1,3,62073,3
3,2,23,1,0,62073,3
0,1,32,1,0,62074,
1,1,99,9,99,62074,99
1,1,17,2,0,62075,80
1,2,17,2,0,62075,80
0,1,67,2,0,62076,
1,1,99,9,99,62076,99
1,1,24,1,3,62077,4
2,1,58,1,0,62077,4
0,1,74,1,0,62078,
1,1,76,1,3,62078,31
1,1,76,1,3,62079,2
1,1,63,1,3,62080,4
1,2,61,2,3,62080,4
2,1,45,1,3,62080,62
1,1,65,1,3,62081,21
1,2,57,1,3,62081,21
1,3,71,1,2,62081,21
1,4,81,1,3,62081,21
1,5,79,1,2,62081,21
2,1,32,2,3,62081,15
2,2,12,2,3,62081,15
2,3,6,1,3,62081,15
2,4,12,1,3,62081,15
1,1,21,1,99,62082,4
1,2,21,1,99,62082,4
1,1,24,1,3,62083,4
1,1,27,1,3,62084,4
2,1,47,1,3,62084,20
1,1,27,2,3,62085,30
2,1,48,1,3,62085,4
2,2,16,1,3,62085,4
1,1,41,1,5,62086,80
2,1,36,2,3,62086,4
2,2,16,2,3,62086,4
2,3,4,1,99,62086,4
2,4,2,9,99,62086,4
1,1,43,2,3,62087,2
1,2,46,2,3,62087,2
1,1,43,1,5,62088,80
2,1,55,1,3,62088,31
2,2,52,2,3,62088,31
1,1,99,9,99,62089,99
1,2,35,1,0,62089,99
2,1,26,1,3,62089,4
2,2,16,2,3,62089,4
2,3,18,2,3,62089,4
3,1,32,1,3,62089,14
1,1,50,1,3,62090,4
2,1,51,1,3,62090,66
1,1,45,1,0,62091,3
2,1,30,1,99,62091,30
2,2,27,1,3,62091,30
0,1,59,1,0,62092,
1,1,34,1,3,62092,4
1,1,34,1,3,62093,30
2,1,49,1,5,62093,80
2,2,25,2,5,62093,80
0,1,83,2,0,62094,
1,1,37,1,99,62094,30
1,2,29,2,99,62094,30
1,1,20,2,3,62095,4
1,2,20,1,3,62095,4
