,State,FIPS_State,FIPS_County,County,County_State
520,GA,13,271,Telfair County,"Telfair County, GA"
521,GA,13,273,Terrell County,"Terrell County, GA"
522,GA,13,275,Thomas County,"Thomas County, GA"
523,GA,13,277,Tift County,"Tift County, GA"
524,GA,13,279,Toombs County,"Toombs County, GA"
525,GA,13,281,Towns County,"Towns County, GA"
526,GA,13,283,Treutlen County,"Treutlen County, GA"
527,GA,13,285,Troup County,"Troup County, GA"
528,GA,13,287,Turner County,"Turner County, GA"
529,GA,13,289,Twiggs County,"Twiggs County, GA"
530,GA,13,291,Union County,"Union County, GA"
531,GA,13,293,Upson County,"Upson County, GA"
532,GA,13,295,Walker County,"Walker County, GA"
533,GA,13,297,Walton County,"Walton County, GA"
534,GA,13,299,Ware County,"Ware County, GA"
535,GA,13,301,Warren County,"Warren County, GA"
536,GA,13,303,Washington County,"Washington County, GA"
537,GA,13,305,Wayne County,"Wayne County, GA"
538,GA,13,307,Webster County,"Webster County, GA"
539,GA,13,309,Wheeler County,"Wheeler County, GA"
540,GA,13,311,White County,"White County, GA"
541,GA,13,313,Whitfield County,"Whitfield County, GA"
542,GA,13,315,Wilcox County,"Wilcox County, GA"
543,GA,13,317,Wilkes County,"Wilkes County, GA"
544,GA,13,319,Wilkinson County,"Wilkinson County, GA"
545,GA,13,321,Worth County,"Worth County, GA"
546,HI,15,001,Hawaii County,"Hawaii County, HI"
547,HI,15,003,Honolulu County,"Honolulu County, HI"
548,HI,15,005,Kalawao County,"Kalawao County, HI"
549,HI,15,007,Kauai County,"Kauai County, HI"
550,HI,15,009,Maui County,"Maui County, HI"
551,ID,16,001,Ada County,"Ada County, ID"
552,ID,16,003,Adams County,"Adams County, ID"
553,ID,16,005,Bannock County,"Bannock County, ID"
554,ID,16,007,Bear Lake County,"Bear Lake County, ID"
555,ID,16,009,Benewah County,"Benewah County, ID"
556,ID,16,011,Bingham County,"Bingham County, ID"
557,ID,16,013,Blaine County,"Blaine County, ID"
558,ID,16,015,Boise County,"Boise County, ID"
559,ID,16,017,Bonner County,"Bonner County, ID"
560,ID,16,019,Bonneville County,"Bonneville County, ID"
561,ID,16,021,Boundary County,"Boundary County, ID"
562,ID,16,023,Butte County,"Butte County, ID"
563,ID,16,025,Camas County,"Camas County, ID"
564,ID,16,027,Canyon County,"Canyon County, ID"
565,ID,16,029,Caribou County,"Caribou County, ID"
566,ID,16,031,Cassia County,"Cassia County, ID"
567,ID,16,033,Clark County,"Clark County, ID"
568,ID,16,035,Clearwater County,"Clearwater County, ID"
569,ID,16,037,Custer County,"Custer County, ID"
570,ID,16,039,Elmore County,"Elmore County, ID"
571,ID,16,041,Franklin County,"Franklin County, ID"
572,ID,16,043,Fremont County,"Fremont County, ID"
573,ID,16,045,Gem County,"Gem County, ID"
574,ID,16,047,Gooding County,"Gooding County, ID"
575,ID,16,049,Idaho County,"Idaho County, ID"
576,ID,16,051,Jefferson County,"Jefferson County, ID"
577,ID,16,053,Jerome County,"Jerome County, ID"
578,ID,16,055,Kootenai County,"Kootenai County, ID"
579,ID,16,057,Latah County,"Latah County, ID"
580,ID,16,059,Lemhi County,"Lemhi County, ID"
581,ID,16,061,Lewis County,"Lewis County, ID"
582,ID,16,063,Lincoln County,"Lincoln County, ID"
583,ID,16,065,Madison County,"Madison County, ID"
584,ID,16,067,Minidoka County,"Minidoka County, ID"
585,ID,16,069,Nez Perce County,"Nez Perce County, ID"
586,ID,16,071,Oneida County,"Oneida County, ID"
587,ID,16,073,Owyhee County,"Owyhee County, ID"
588,ID,16,075,Payette County,"Payette County, ID"
589,ID,16,077,Power County,"Power County, ID"
590,ID,16,079,Shoshone County,"Shoshone County, ID"
591,ID,16,081,Teton County,"Teton County, ID"
592,ID,16,083,Twin Falls County,"Twin Falls County, ID"
593,ID,16,085,Valley County,"Valley County, ID"
594,ID,16,087,Washington County,"Washington County, ID"
595,IL,17,001,Adams County,"Adams County, IL"
596,IL,17,003,Alexander County,"Alexander County, IL"
597,IL,17,005,Bond County,"Bond County, IL"
598,IL,17,007,Boone County,"Boone County, IL"
599,IL,17,009,Brown County,"Brown County, IL"
600,IL,17,011,Bureau County,"Bureau County, IL"
601,IL,17,013,Calhoun County,"Calhoun County, IL"
602,IL,17,015,Carroll County,"Carroll County, IL"
603,IL,17,017,Cass County,"Cass County, IL"
604,IL,17,019,Champaign County,"Champaign County, IL"
605,IL,17,021,Christian County,"Christian County, IL"
606,IL,17,023,Clark County,"Clark County, IL"
607,IL,17,025,Clay County,"Clay County, IL"
608,IL,17,027,Clinton County,"Clinton County, IL"
609,IL,17,029,Coles County,"Coles County, IL"
610,IL,17,031,Cook County,"Cook County, IL"
611,IL,17,033,Crawford County,"Crawford County, IL"
612,IL,17,035,Cumberland County,"Cumberland County, IL"
613,IL,17,037,DeKalb County,"DeKalb County, IL"
614,IL,17,039,De Witt County,"De Witt County, IL"
615,IL,17,041,Douglas County,"Douglas County, IL"
616,IL,17,043,DuPage County,"DuPage County, IL"
617,IL,17,045,Edgar County,"Edgar County, IL"
618,IL,17,047,Edwards County,"Edwards County, IL"
619,IL,17,049,Effingham County,"Effingham County, IL"
620,IL,17,051,Fayette County,"Fayette County, IL"
621,IL,17,053,Ford County,"Ford County, IL"
622,IL,17,055,Franklin County,"Franklin County, IL"
623,IL,17,057,Fulton County,"Fulton County, IL"
624,IL,17,059,Gallatin County,"Gallatin County, IL"
625,IL,17,061,Greene County,"Greene County, IL"
626,IL,17,063,Grundy County,"Grundy County, IL"
627,IL,17,065,Hamilton County,"Hamilton County, IL"
628,IL,17,067,Hancock County,"Hancock County, IL"
629,IL,17,069,Hardin County,"Hardin County, IL"
630,IL,17,071,Henderson County,"Henderson County, IL"
631,IL,17,073,Henry County,"Henry County, IL"
632,IL,17,075,Iroquois County,"Iroquois County, IL"
633,IL,17,077,Jackson County,"Jackson County, IL"
634,IL,17,079,Jasper County,"Jasper County, IL"
635,IL,17,081,Jefferson County,"Jefferson County, IL"
636,IL,17,083,Jersey County,"Jersey County, IL"
637,IL,17,085,Jo Daviess County,"Jo Daviess County, IL"
638,IL,17,087,Johnson County,"Johnson County, IL"
639,IL,17,089,Kane County,"Kane County, IL"
640,IL,17,091,Kankakee County,"Kankakee County, IL"
641,IL,17,093,Kendall County,"Kendall County, IL"
642,IL,17,095,Knox County,"Knox County, IL"
643,IL,17,097,Lake County,"Lake County, IL"
644,IL,17,099,LaSalle County,"LaSalle County, IL"
645,IL,17,101,Lawrence County,"Lawrence County, IL"
646,IL,17,103,Lee County,"Lee County, IL"
647,IL,17,105,Livingston County,"Livingston County, IL"
648,IL,17,107,Logan County,"Logan County, IL"
649,IL,17,109,McDonough County,"McDonough County, IL"
650,IL,17,111,McHenry County,"McHenry County, IL"
651,IL,17,113,McLean County,"McLean County, IL"
652,IL,17,115,Macon County,"Macon County, IL"
653,IL,17,117,Macoupin County,"Macoupin County, IL"
654,IL,17,119,Madison County,"Madison County, IL"
655,IL,17,121,Marion County,"Marion County, IL"
656,IL,17,123,Marshall County,"Marshall County, IL"
657,IL,17,125,Mason County,"Mason County, IL"
658,IL,17,127,Massac County,"Massac County, IL"
659,IL,17,129,Menard County,"Menard County, IL"
660,IL,17,131,Mercer County,"Mercer County, IL"
661,IL,17,133,Monroe County,"Monroe County, IL"
662,IL,17,135,Montgomery County,"Montgomery County, IL"
663,IL,17,137,Morgan County,"Morgan County, IL"
664,IL,17,139,Moultrie County,"Moultrie County, IL"
665,IL,17,141,Ogle County,"Ogle County, IL"
666,IL,17,143,Peoria County,"Peoria County, IL"
667,IL,17,145,Perry County,"Perry County, IL"
668,IL,17,147,Piatt County,"Piatt County, IL"
669,IL,17,149,Pike County,"Pike County, IL"
670,IL,17,151,Pope County,"Pope County, IL"
671,IL,17,153,Pulaski County,"Pulaski County, IL"
672,IL,17,155,Putnam County,"Putnam County, IL"
673,IL,17,157,Randolph County,"Randolph County, IL"
674,IL,17,159,Richland County,"Richland County, IL"
675,IL,17,161,Rock Island County,"Rock Island County, IL"
676,IL,17,163,St. Clair County,"St. Clair County, IL"
677,IL,17,165,Saline County,"Saline County, IL"
678,IL,17,167,Sangamon County,"Sangamon County, IL"
679,IL,17,169,Schuyler County,"Schuyler County, IL"
680,IL,17,171,Scott County,"Scott County, IL"
681,IL,17,173,Shelby County,"Shelby County, IL"
682,IL,17,175,Stark County,"Stark County, IL"
683,IL,17,177,Stephenson County,"Stephenson County, IL"
684,IL,17,179,Tazewell County,"Tazewell County, IL"
685,IL,17,181,Union County,"Union County, IL"
686,IL,17,183,Vermilion County,"Vermilion County, IL"
687,IL,17,185,Wabash County,"Wabash County, IL"
688,IL,17,187,Warren County,"Warren County, IL"
689,IL,17,189,Washington County,"Washington County, IL"
690,IL,17,191,Wayne County,"Wayne County, IL"
691,IL,17,193,White County,"White County, IL"
692,IL,17,195,Whiteside County,"Whiteside County, IL"
693,IL,17,197,Will County,"Will County, IL"
694,IL,17,199,Williamson County,"Williamson County, IL"
695,IL,17,201,Winnebago County,"Winnebago County, IL"
696,IL,17,203,Woodford County,"Woodford County, IL"
697,IN,18,001,Adams County,"Adams County, IN"
698,IN,18,003,Allen County,"Allen County, IN"
699,IN,18,005,Bartholomew County,"Bartholomew County, IN"
700,IN,18,007,Benton County,"Benton County, IN"
701,IN,18,009,Blackford County,"Blackford County, IN"
702,IN,18,011,Boone County,"Boone County, IN"
703,IN,18,013,Brown County,"Brown County, IN"
704,IN,18,015,Carroll County,"Carroll County, IN"
705,IN,18,017,Cass County,"Cass County, IN"
706,IN,18,019,Clark County,"Clark County, IN"
707,IN,18,021,Clay County,"Clay County, IN"
708,IN,18,023,Clinton County,"Clinton County, IN"
709,IN,18,025,Crawford County,"Crawford County, IN"
710,IN,18,027,Daviess County,"Daviess County, IN"
711,IN,18,029,Dearborn County,"Dearborn County, IN"
712,IN,18,031,Decatur County,"Decatur County, IN"
713,IN,18,033,DeKalb County,"DeKalb County, IN"
714,IN,18,035,Delaware County,"Delaware County, IN"
715,IN,18,037,Dubois County,"Dubois County, IN"
716,IN,18,039,Elkhart County,"Elkhart County, IN"
717,IN,18,041,Fayette County,"Fayette County, IN"
718,IN,18,043,Floyd County,"Floyd County, IN"
719,IN,18,045,Fountain County,"Fountain County, IN"
720,IN,18,047,Franklin County,"Franklin County, IN"
721,IN,18,049,Fulton County,"Fulton County, IN"
722,IN,18,051,Gibson County,"Gibson County, IN"
723,IN,18,053,Grant County,"Grant County, IN"
724,IN,18,055,Greene County,"Greene County, IN"
725,IN,18,057,Hamilton County,"Hamilton County, IN"
726,IN,18,059,Hancock County,"Hancock County, IN"
727,IN,18,061,Harrison County,"Harrison County, IN"
728,IN,18,063,Hendricks County,"Hendricks County, IN"
729,IN,18,065,Henry County,"Henry County, IN"
730,IN,18,067,Howard County,"Howard County, IN"
731,IN,18,069,Huntington County,"Huntington County, IN"
732,IN,18,071,Jackson County,"Jackson County, IN"
733,IN,18,073,Jasper County,"Jasper County, IN"
734,IN,18,075,Jay County,"Jay County, IN"
735,IN,18,077,Jefferson County,"Jefferson County, IN"
736,IN,18,079,Jennings County,"Jennings County, IN"
737,IN,18,081,Johnson County,"Johnson County, IN"
738,IN,18,083,Knox County,"Knox County, IN"
739,IN,18,085,Kosciusko County,"Kosciusko County, IN"
740,IN,18,087,LaGrange County,"LaGrange County, IN"
741,IN,18,089,Lake County,"Lake County, IN"
742,IN,18,091,LaPorte County,"LaPorte County, IN"
743,IN,18,093,Lawrence County,"Lawrence County, IN"
744,IN,18,095,Madison County,"Madison County, IN"
745,IN,18,097,Marion County,"Marion County, IN"
746,IN,18,099,Marshall County,"Marshall County, IN"
747,IN,18,101,Martin County,"Martin County, IN"
748,IN,18,103,Miami County,"Miami County, IN"
749,IN,18,105,Monroe County,"Monroe County, IN"
750,IN,18,107,Montgomery County,"Montgomery County, IN"
751,IN,18,109,Morgan County,"Morgan County, IN"
752,IN,18,111,Newton County,"Newton County, IN"
753,IN,18,113,Noble County,"Noble County, IN"
754,IN,18,115,Ohio County,"Ohio County, IN"
755,IN,18,117,Orange County,"Orange County, IN"
756,IN,18,119,Owen County,"Owen County, IN"
757,IN,18,121,Parke County,"Parke County, IN"
758,IN,18,123,Perry County,"Perry County, IN"
759,IN,18,125,Pike County,"Pike County, IN"
760,IN,18,127,Porter County,"Porter County, IN"
761,IN,18,129,Posey County,"Posey County, IN"
762,IN,18,131,Pulaski County,"Pulaski County, IN"
763,IN,18,133,Putnam County,"Putnam County, IN"
764,IN,18,135,Randolph County,"Randolph County, IN"
765,IN,18,137,Ripley County,"Ripley County, IN"
766,IN,18,139,Rush County,"Rush County, IN"
767,IN,18,141,St. Joseph County,"St. Joseph County, IN"
768,IN,18,143,Scott County,"Scott County, IN"
769,IN,18,145,Shelby County,"Shelby County, IN"
770,IN,18,147,Spencer County,"Spencer County, IN"
771,IN,18,149,Starke County,"Starke County, IN"
772,IN,18,151,Steuben County,"Steuben County, IN"
773,IN,18,153,Sullivan County,"Sullivan County, IN"
774,IN,18,155,Switzerland County,"Switzerland County, IN"
775,IN,18,157,Tippecanoe County,"Tippecanoe County, IN"
776,IN,18,159,Tipton County,"Tipton County, IN"
777,IN,18,161,Union County,"Union County, IN"
778,IN,18,163,Vanderburgh County,"Vanderburgh County, IN"
779,IN,18,165,Vermillion County,"Vermillion County, IN"
780,IN,18,167,Vigo County,"Vigo County, IN"
781,IN,18,169,Wabash County,"Wabash County, IN"
782,IN,18,171,Warren County,"Warren County, IN"
783,IN,18,173,Warrick County,"Warrick County, IN"
784,IN,18,175,Washington County,"Washington County, IN"
785,IN,18,177,Wayne County,"Wayne County, IN"
786,IN,18,179,Wells County,"Wells County, IN"
787,IN,18,181,White County,"White County, IN"
788,IN,18,183,Whitley County,"Whitley County, IN"
789,IA,19,001,Adair County,"Adair County, IA"
790,IA,19,003,Adams County,"Adams County, IA"
791,IA,19,005,Allamakee County,"Allamakee County, IA"
792,IA,19,007,Appanoose County,"Appanoose County, IA"
793,IA,19,009,Audubon County,"Audubon County, IA"
794,IA,19,011,Benton County,"Benton County, IA"
795,IA,19,013,Black Hawk County,"Black Hawk County, IA"
796,IA,19,015,Boone County,"Boone County, IA"
797,IA,19,017,Bremer County,"Bremer County, IA"
798,IA,19,019,Buchanan County,"Buchanan County, IA"
799,IA,19,021,Buena Vista County,"Buena Vista County, IA"
800,IA,19,023,Butler County,"Butler County, IA"
801,IA,19,025,Calhoun County,"Calhoun County, IA"
802,IA,19,027,Carroll County,"Carroll County, IA"
803,IA,19,029,Cass County,"Cass County, IA"
804,IA,19,031,Cedar County,"Cedar County, IA"
805,IA,19,033,Cerro Gordo County,"Cerro Gordo County, IA"
806,IA,19,035,Cherokee County,"Cherokee County, IA"
807,IA,19,037,Chickasaw County,"Chickasaw County, IA"
808,IA,19,039,Clarke County,"Clarke County, IA"
809,IA,19,041,Clay County,"Clay County, IA"
810,IA,19,043,Clayton County,"Clayton County, IA"
811,IA,19,045,Clinton County,"Clinton County, IA"
812,IA,19,047,Crawford County,"Crawford County, IA"
813,IA,19,049,Dallas County,"Dallas County, IA"
814,IA,19,051,Davis County,"Davis County, IA"
815,IA,19,053,Decatur County,"Decatur County, IA"
816,IA,19,055,Delaware County,"Delaware County, IA"
817,IA,19,057,Des Moines County,"Des Moines County, IA"
818,IA,19,059,Dickinson County,"Dickinson County, IA"
819,IA,19,061,Dubuque County,"Dubuque County, IA"
820,IA,19,063,Emmet County,"Emmet County, IA"
821,IA,19,065,Fayette County,"Fayette County, IA"
822,IA,19,067,Floyd County,"Floyd County, IA"
823,IA,19,069,Franklin County,"Franklin County, IA"
824,IA,19,071,Fremont County,"Fremont County, IA"
825,IA,19,073,Greene County,"Greene County, IA"
826,IA,19,075,Grundy County,"Grundy County, IA"
827,IA,19,077,Guthrie County,"Guthrie County, IA"
828,IA,19,079,Hamilton County,"Hamilton County, IA"
829,IA,19,081,Hancock County,"Hancock County, IA"
830,IA,19,083,Hardin County,"Hardin County, IA"
831,IA,19,085,Harrison County,"Harrison County, IA"
832,IA,19,087,Henry County,"Henry County, IA"
833,IA,19,089,Howard County,"Howard County, IA"
834,IA,19,091,Humboldt County,"Humboldt County, IA"
835,IA,19,093,Ida County,"Ida County, IA"
836,IA,19,095,Iowa County,"Iowa County, IA"
837,IA,19,097,Jackson County,"Jackson County, IA"
838,IA,19,099,Jasper County,"Jasper County, IA"
839,IA,19,101,Jefferson County,"Jefferson County, IA"
840,IA,19,103,Johnson County,"Johnson County, IA"
841,IA,19,105,Jones County,"Jones County, IA"
842,IA,19,107,Keokuk County,"Keokuk County, IA"
843,IA,19,109,Kossuth County,"Kossuth County, IA"
844,IA,19,111,Lee County,"Lee County, IA"
845,IA,19,113,Linn County,"Linn County, IA"
846,IA,19,115,Louisa County,"Louisa County, IA"
847,IA,19,117,Lucas County,"Lucas County, IA"
848,IA,19,119,Lyon County,"Lyon County, IA"
849,IA,19,121,Madison County,"Madison County, IA"
850,IA,19,123,Mahaska County,"Mahaska County, IA"
851,IA,19,125,Marion County,"Marion County, IA"
852,IA,19,127,Marshall County,"Marshall County, IA"
853,IA,19,129,Mills County,"Mills County, IA"
854,IA,19,131,Mitchell County,"Mitchell County, IA"
855,IA,19,133,Monona County,"Monona County, IA"
856,IA,19,135,Monroe County,"Monroe County, IA"
857,IA,19,137,Montgomery County,"Montgomery County, IA"
858,IA,19,139,Muscatine County,"Muscatine County, IA"
859,IA,19,141,O'Brien County,"O'Brien County, IA"
860,IA,19,143,Osceola County,"Osceola County, IA"
861,IA,19,145,Page County,"Page County, IA"
862,IA,19,147,Palo Alto County,"Palo Alto County, IA"
863,IA,19,149,Plymouth County,"Plymouth County, IA"
864,IA,19,151,Pocahontas County,"Pocahontas County, IA"
865,IA,19,153,Polk County,"Polk County, IA"
866,IA,19,155,Pottawattamie County,"Pottawattamie County, IA"
867,IA,19,157,Poweshiek County,"Poweshiek County, IA"
868,IA,19,159,Ringgold County,"Ringgold County, IA"
869,IA,19,161,Sac County,"Sac County, IA"
870,IA,19,163,Scott County,"Scott County, IA"
871,IA,19,165,Shelby County,"Shelby County, IA"
872,IA,19,167,Sioux County,"Sioux County, IA"
873,IA,19,169,Story County,"Story County, IA"
874,IA,19,171,Tama County,"Tama County, IA"
875,IA,19,173,Taylor County,"Taylor County, IA"
876,IA,19,175,Union County,"Union County, IA"
877,IA,19,177,Van Buren County,"Van Buren County, IA"
878,IA,19,179,Wapello County,"Wapello County, IA"
879,IA,19,181,Warren County,"Warren County, IA"
880,IA,19,183,Washington County,"Washington County, IA"
881,IA,19,185,Wayne County,"Wayne County, IA"
882,IA,19,187,Webster County,"Webster County, IA"
883,IA,19,189,Winnebago County,"Winnebago County, IA"
884,IA,19,191,Winneshiek County,"Winneshiek County, IA"
885,IA,19,193,Woodbury County,"Woodbury County, IA"
886,IA,19,195,Worth County,"Worth County, IA"
887,IA,19,197,Wright County,"Wright County, IA"
888,KS,20,001,Allen County,"Allen County, KS"
889,KS,20,003,Anderson County,"Anderson County, KS"
890,KS,20,005,Atchison County,"Atchison County, KS"
891,KS,20,007,Barber County,"Barber County, KS"
892,KS,20,009,Barton County,"Barton County, KS"
893,KS,20,011,Bourbon County,"Bourbon County, KS"
894,KS,20,013,Brown County,"Brown County, KS"
895,KS,20,015,Butler County,"Butler County, KS"
896,KS,20,017,Chase County,"Chase County, KS"
897,KS,20,019,Chautauqua County,"Chautauqua County, KS"
898,KS,20,021,Cherokee County,"Cherokee County, KS"
899,KS,20,023,Cheyenne County,"Cheyenne County, KS"
900,KS,20,025,Clark County,"Clark County, KS"
901,KS,20,027,Clay County,"Clay County, KS"
902,KS,20,029,Cloud County,"Cloud County, KS"
903,KS,20,031,Coffey County,"Coffey County, KS"
904,KS,20,033,Comanche County,"Comanche County, KS"
905,KS,20,035,Cowley County,"Cowley County, KS"
906,KS,20,037,Crawford County,"Crawford County, KS"
907,KS,20,039,Decatur County,"Decatur County, KS"
908,KS,20,041,Dickinson County,"Dickinson County, KS"
909,KS,20,043,Doniphan County,"Doniphan County, KS"
910,KS,20,045,Douglas County,"Douglas County, KS"
911,KS,20,047,Edwards County,"Edwards County, KS"
912,KS,20,049,Elk County,"Elk County, KS"
913,KS,20,051,Ellis County,"Ellis County, KS"
914,KS,20,053,Ellsworth County,"Ellsworth County, KS"
915,KS,20,055,Finney County,"Finney County, KS"
916,KS,20,057,Ford County,"Ford County, KS"
917,KS,20,059,Franklin County,"Franklin County, KS"
918,KS,20,061,Geary County,"Geary County, KS"
919,KS,20,063,Gove County,"Gove County, KS"
920,KS,20,065,Graham County,"Graham County, KS"
921,KS,20,067,Grant County,"Grant County, KS"
922,KS,20,069,Gray County,"Gray County, KS"
923,KS,20,071,Greeley County,"Greeley County, KS"
924,KS,20,073,Greenwood County,"Greenwood County, KS"
925,KS,20,075,Hamilton County,"Hamilton County, KS"
926,KS,20,077,Harper County,"Harper County, KS"
927,KS,20,079,Harvey County,"Harvey County, KS"
928,KS,20,081,Haskell County,"Haskell County, KS"
929,KS,20,083,Hodgeman County,"Hodgeman County, KS"
930,KS,20,085,Jackson County,"Jackson County, KS"
931,KS,20,087,Jefferson County,"Jefferson County, KS"
932,KS,20,089,Jewell County,"Jewell County, KS"
933,KS,20,091,Johnson County,"Johnson County, KS"
934,KS,20,093,Kearny County,"Kearny County, KS"
935,KS,20,095,Kingman County,"Kingman County, KS"
936,KS,20,097,Kiowa County,"Kiowa County, KS"
937,KS,20,099,Labette County,"Labette County, KS"
938,KS,20,101,Lane County,"Lane County, KS"
939,KS,20,103,Leavenworth County,"Leavenworth County, KS"
940,KS,20,105,Lincoln County,"Lincoln County, KS"
941,KS,20,107,Linn County,"Linn County, KS"
942,KS,20,109,Logan County,"Logan County, KS"
943,KS,20,111,Lyon County,"Lyon County, KS"
944,KS,20,113,McPherson County,"McPherson County, KS"
945,KS,20,115,Marion County,"Marion County, KS"
946,KS,20,117,Marshall County,"Marshall County, KS"
947,KS,20,119,Meade County,"Meade County, KS"
948,KS,20,121,Miami County,"Miami County, KS"
949,KS,20,123,Mitchell County,"Mitchell County, KS"
950,KS,20,125,Montgomery County,"Montgomery County, KS"
951,KS,20,127,Morris County,"Morris County, KS"
952,KS,20,129,Morton County,"Morton County, KS"
953,KS,20,131,Nemaha County,"Nemaha County, KS"
954,KS,20,133,Neosho County,"Neosho County, KS"
955,KS,20,135,Ness County,"Ness County, KS"
956,KS,20,137,Norton County,"Norton County, KS"
957,KS,20,139,Osage County,"Osage County, KS"
958,KS,20,141,Osborne County,"Osborne County, KS"
959,KS,20,143,Ottawa County,"Ottawa County, KS"
960,KS,20,145,Pawnee County,"Pawnee County, KS"
961,KS,20,147,Phillips County,"Phillips County, KS"
962,KS,20,149,Pottawatomie County,"Pottawatomie County, KS"
963,KS,20,151,Pratt County,"Pratt County, KS"
964,KS,20,153,Rawlins County,"Rawlins County, KS"
965,KS,20,155,Reno County,"Reno County, KS"
966,KS,20,157,Republic County,"Republic County, KS"
967,KS,20,159,Rice County,"Rice County, KS"
968,KS,20,161,Riley County,"Riley County, KS"
969,KS,20,163,Rooks County,"Rooks County, KS"
970,KS,20,165,Rush County,"Rush County, KS"
971,KS,20,167,Russell County,"Russell County, KS"
972,KS,20,169,Saline County,"Saline County, KS"
973,KS,20,171,Scott County,"Scott County, KS"
974,KS,20,173,Sedgwick County,"Sedgwick County, KS"
975,KS,20,175,Seward County,"Seward County, KS"
976,KS,20,177,Shawnee County,"Shawnee County, KS"
977,KS,20,179,Sheridan County,"Sheridan County, KS"
978,KS,20,181,Sherman County,"Sherman County, KS"
979,KS,20,183,Smith County,"Smith County, KS"
980,KS,20,185,Stafford County,"Stafford County, KS"
981,KS,20,187,Stanton County,"Stanton County, KS"
982,KS,20,189,Stevens County,"Stevens County, KS"
983,KS,20,191,Sumner County,"Sumner County, KS"
984,KS,20,193,Thomas County,"Thomas County, KS"
985,KS,20,195,Trego County,"Trego County, KS"
986,KS,20,197,Wabaunsee County,"Wabaunsee County, KS"
987,KS,20,199,Wallace County,"Wallace County, KS"
988,KS,20,201,Washington County,"Washington County, KS"
989,KS,20,203,Wichita County,"Wichita County, KS"
990,KS,20,205,Wilson County,"Wilson County, KS"
991,KS,20,207,Woodson County,"Woodson County, KS"
992,KS,20,209,Wyandotte County,"Wyandotte County, KS"
993,KY,21,001,Adair County,"Adair County, KY"
994,KY,21,003,Allen County,"Allen County, KY"
995,KY,21,005,Anderson County,"Anderson County, KY"
996,KY,21,007,Ballard County,"Ballard County, KY"
997,KY,21,009,Barren County,"Barren County, KY"
998,KY,21,011,Bath County,"Bath County, KY"
999,KY,21,013,Bell County,"Bell County, KY"
1000,KY,21,015,Boone County,"Boone County, KY"
1001,KY,21,017,Bourbon County,"Bourbon County, KY"
1002,KY,21,019,Boyd County,"Boyd County, KY"
1003,KY,21,021,Boyle County,"Boyle County, KY"
1004,KY,21,023,Bracken County,"Bracken County, KY"
1005,KY,21,025,Breathitt County,"Breathitt County, KY"
1006,KY,21,027,Breckinridge County,"Breckinridge County, KY"
1007,KY,21,029,Bullitt County,"Bullitt County, KY"
1008,KY,21,031,Butler County,"Butler County, KY"
1009,KY,21,033,Caldwell County,"Caldwell County, KY"
1010,KY,21,035,Calloway County,"Calloway County, KY"
1011,KY,21,037,Campbell County,"Campbell County, KY"
1012,KY,21,039,Carlisle County,"Carlisle County, KY"
1013,KY,21,041,Carroll County,"Carroll County, KY"
1014,KY,21,043,Carter County,"Carter County, KY"
1015,KY,21,045,Casey County,"Casey County, KY"
1016,KY,21,047,Christian County,"Christian County, KY"
1017,KY,21,049,Clark County,"Clark County, KY"
1018,KY,21,051,Clay County,"Clay County, KY"
1019,KY,21,053,Clinton County,"Clinton County, KY"
1020,KY,21,055,Crittenden County,"Crittenden County, KY"
1021,KY,21,057,Cumberland County,"Cumberland County, KY"
1022,KY,21,059,Daviess County,"Daviess County, KY"
1023,KY,21,061,Edmonson County,"Edmonson County, KY"
1024,KY,21,063,Elliott County,"Elliott County, KY"
1025,KY,21,065,Estill County,"Estill County, KY"
1026,KY,21,067,Fayette County,"Fayette County, KY"
1027,KY,21,069,Fleming County,"Fleming County, KY"
1028,KY,21,071,Floyd County,"Floyd County, KY"
1029,KY,21,073,Franklin County,"Franklin County, KY"
1030,KY,21,075,Fulton County,"Fulton County, KY"
1031,KY,21,077,Gallatin County,"Gallatin County, KY"
1032,KY,21,079,Garrard County,"Garrard County, KY"
1033,KY,21,081,Grant County,"Grant County, KY"
1034,KY,21,083,Graves County,"Graves County, KY"
1035,KY,21,085,Grayson County,"Grayson County, KY"
1036,KY,21,087,Green County,"Green County, KY"
1037,KY,21,089,Greenup County,"Greenup County, KY"
1038,KY,21,091,Hancock County,"Hancock County, KY"
1039,KY,21,093,Hardin County,"Hardin County, KY"
1040,KY,21,095,Harlan County,"Harlan County, KY"
1041,KY,21,097,Harrison County,"Harrison County, KY"
1042,KY,21,099,Hart County,"Hart County, KY"
1043,KY,21,101,Henderson County,"Henderson County, KY"
1044,KY,21,103,Henry County,"Henry County, KY"
1045,KY,21,105,Hickman County,"Hickman County, KY"
1046,KY,21,107,Hopkins County,"Hopkins County, KY"
1047,KY,21,109,Jackson County,"Jackson County, KY"
1048,KY,21,111,Jefferson County,"Jefferson County, KY"
1049,KY,21,113,Jessamine County,"Jessamine County, KY"
1050,KY,21,115,Johnson County,"Johnson County, KY"
1051,KY,21,117,Kenton County,"Kenton County, KY"
1052,KY,21,119,Knott County,"Knott County, KY"
1053,KY,21,121,Knox County,"Knox County, KY"
1054,KY,21,123,Larue County,"Larue County, KY"
1055,KY,21,125,Laurel County,"Laurel County, KY"
1056,KY,21,127,Lawrence County,"Lawrence County, KY"
1057,KY,21,129,Lee County,"Lee County, KY"
