VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1N4AL11D06C1,1,N,4,A,L,1,1,D,0,6,C,1,1.0000,3.0000,0.0000,35.0000,47.0000,4.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,12.0000,0.0000,6.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10071.0000,0.0000,35047.0000,2006.0000,ASL,***,4D,000000000,*,00000000000,1102.0000,0.0000,,2915.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,9.0000,20.0000,27.0000,12.0000,1.0000,2.0000
1GNEC13V94J2,1,G,N,E,C,1,3,V,9,4,J,2,1.0000,4.0000,0.0000,20.0000,421.0000,15.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10071.0000,0.0000,20421.0000,2004.0000,CTA,***,UT,000000000,*,00000000000,1160.0000,0.0000,,4828.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,9.0000,20.0000,27.0000,12.0000,1.0000,2.0000
1FMPU18L0YLB,1,F,M,P,U,1,8,L,0,Y,L,B,1.0000,2.0000,0.0000,12.0000,422.0000,15.0000,18.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,8.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,10285.0000,0.0000,12422.0000,2000.0000,EPT,***,UT,000000000,*,00000000000,1191.0000,0.0000,,5401.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,5.0000,22.0000,1.0000,5.0000,25.0000,0.0000,1.0000
4S2CM58W6X43,4,S,2,C,M,5,8,W,6,X,4,3,1.0000,2.0000,0.0000,38.0000,402.0000,14.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,6.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,13.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10323.0000,0.0000,38402.0000,1999.0000,ROD,***,UT,000000000,*,00000000000,1064.0000,0.0000,,3528.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,5.0000,30.0000,0.0000,20.0000,14.0000,5.0000,1.0000
1LNLM81W8SY7,1,L,N,L,M,8,1,W,8,S,Y,7,1.0000,3.0000,0.0000,13.0000,1.0000,4.0000,92.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,8.0000,0.0000,6.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10323.0000,0.0000,13001.0000,1995.0000,EXC,***,4D,000000000,*,00000000000,1174.0000,0.0000,,4031.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,5.0000,30.0000,0.0000,20.0000,14.0000,5.0000,1.0000
1G4CW52K4TH6,1,G,4,C,W,5,2,K,4,T,H,6,1.0000,4.0000,0.0000,18.0000,3.0000,4.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,8.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10323.0000,0.0000,18003.0000,1996.0000,PKA,***,4D,000000000,*,00000000000,1108.0000,0.0000,,3536.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,5.0000,30.0000,0.0000,20.0000,14.0000,5.0000,1.0000
1GCDS1364681,1,G,C,D,S,1,3,6,4,6,8,1,1.0000,3.0000,3.0000,20.0000,473.0000,30.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,13.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10493.0000,0.0000,20473.0000,2006.0000,RDO,CAL,CW,000000000,G,00000000000,1260.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,8.0000,14.0000,11.0000,3.0000,12.0000,5.0000,2.0000
CMWRT115P700,C,M,W,R,T,1,1,5,P,7,0,0,1.0000,2.0000,0.0000,98.0000,998.0000,92.0000,0.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,13.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10512.0000,0.0000,98998.0000,2007.0000,999,999,99,000000000,9,00000000000,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,9.0000,9.0000,22.0000,2.0000,14.0000,1.0000,1.0000
1N6AD07U56C4,1,N,6,A,D,0,7,U,5,6,C,4,1.0000,3.0000,0.0000,35.0000,472.0000,30.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10534.0000,0.0000,35472.0000,2006.0000,CEO,FRT,CW,000000000,G,00000000000,1259.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,8.0000,14.0000,9.0000,20.0000,12.0000,5.0000,2.0000
1FMZU67E52UD,1,F,M,Z,U,6,7,E,5,2,U,D,1.0000,3.0000,0.0000,12.0000,473.0000,30.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,6.0000,2.0000,9.0000,1.0000,0.0000,0.0000,99.0000,8.0000,13.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10594.0000,0.0000,12473.0000,2002.0000,EPR,***,UT,000000000,*,00000000000,1259.0000,0.0000,,4120.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,10.0000,20.0000,18.0000,45.0000,12.0000,3.0000,2.0000
1D7HU18D24J2,1,D,7,H,U,1,8,D,2,4,J,2,1.0000,4.0000,0.0000,7.0000,482.0000,31.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,7.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10594.0000,0.0000,7482.0000,2004.0000,SQ1,RPC,CW,000000000,G,00000000000,1405.0000,1605.0000,,,2.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,10.0000,20.0000,18.0000,45.0000,12.0000,3.0000,2.0000
1FUJA6CKX4LM,1,F,U,J,A,6,C,K,X,4,L,M,1.0000,2.0000,1.0000,82.0000,883.0000,66.0000,27.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,1.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,10652.0000,0.0000,82883.0000,2004.0000,COL,CON,DS,1084893,D,571084893,0.0000,0.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,4.0000,12.0000,45.0000,14.0000,1.0000,1.0000
1GCHG39RX111,1,G,C,H,G,3,9,R,X,1,1,1,1.0000,2.0000,0.0000,20.0000,461.0000,21.0000,1.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10701.0000,0.0000,20461.0000,2001.0000,E35,EXP,EC,000000000,G,00000000000,1550.0000,0.0000,,,2.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,26.0000,19.0000,40.0000,14.0000,5.0000,1.0000
1FUYSDYB1YPA,1,F,U,Y,S,D,Y,B,1,Y,P,A,1.0000,2.0000,0.0000,82.0000,881.0000,66.0000,39.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,1.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,10740.0000,0.0000,82881.0000,2000.0000,FC2,CON,DS,719355,D,57719355,0.0000,0.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,3.0000,15.0000,11.0000,10.0000,14.0000,1.0000,1.0000
1ZVFT80N6551,1,Z,V,F,T,8,0,N,6,5,5,1,4.0000,2.0000,0.0000,12.0000,3.0000,2.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0000,99.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,40036.0000,0.0000,12003.0000,2005.0000,MUS,***,CP,000000000,*,00000000000,1071.0000,0.0000,,3300.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,10.0000,4.0000,37.0000,1.0000,0.0000,1.0000
1HGCM66564A0,1,H,G,C,M,6,6,5,6,4,A,0,4.0000,2.0000,0.0000,37.0000,32.0000,4.0000,16.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40083.0000,0.0000,37032.0000,2004.0000,UEX,***,4D,000000000,*,00000000000,1079.0000,0.0000,,0.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,2.0000,7.0000,15.0000,52.0000,14.0000,9.0000,1.0000
1J4FY29P9WP7,1,J,4,F,Y,2,9,P,9,W,P,7,4.0000,2.0000,0.0000,2.0000,403.0000,14.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,99.0000,0.0000,6.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,40106.0000,0.0000,2403.0000,1998.0000,SEW,W/T,2W,000000000,G,00000000000,934.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,3.0000,10.0000,14.0000,27.0000,53.0000,0.0000,1.0000
1G1JF52FX371,1,G,1,J,F,5,2,F,X,3,7,1,4.0000,2.0000,0.0000,20.0000,16.0000,4.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,40266.0000,0.0000,20016.0000,2003.0000,CAS,***,4D,000000000,*,00000000000,1041.0000,0.0000,,2676.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,3.0000,21.0000,1.0000,14.0000,33.0000,0.0000,1.0000
5Y2SL64803Z4,5,Y,2,S,L,6,4,8,0,3,Z,4,4.0000,3.0000,0.0000,22.0000,32.0000,6.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,40266.0000,0.0000,22032.0000,2003.0000,VIB,***,4H,000000000,*,00000000000,1024.0000,0.0000,,2700.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,3.0000,21.0000,1.0000,14.0000,33.0000,0.0000,1.0000
2FAHP71W06X1,2,F,A,H,P,7,1,W,0,6,X,1,4.0000,2.0000,1.0000,12.0000,16.0000,4.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,9.0000,6.0000,6.0000,0.0000,6.0000,3.0000,9.0000,1.0000,0.0000,0.0000,99.0000,8.0000,12.0000,1.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40295.0000,0.0000,12016.0000,2006.0000,CVP,***,4D,000000000,*,00000000000,1147.0000,0.0000,,0.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,6.0000,3.0000,1.0000,43.0000,14.0000,1.0000,1.0000
2FAHP71V88X1,2,F,A,H,P,7,1,V,8,8,X,1,4.0000,3.0000,0.0000,12.0000,16.0000,4.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,9.0000,6.0000,99.0000,0.0000,6.0000,3.0000,9.0000,1.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40295.0000,0.0000,12016.0000,2008.0000,CVP,***,4D,000000000,*,00000000000,1146.0000,0.0000,,0.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,6.0000,3.0000,1.0000,43.0000,14.0000,1.0000,1.0000
1GKEK13Z34R2,1,G,K,E,K,1,3,Z,3,4,R,2,4.0000,4.0000,0.0000,23.0000,421.0000,15.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40295.0000,0.0000,23421.0000,2004.0000,YUK,YUK,4W,000000000,F,00000000000,1160.0000,0.0000,,,2.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,6.0000,3.0000,1.0000,43.0000,14.0000,1.0000,1.0000
3FAHP31382R1,3,F,A,H,P,3,1,3,8,2,R,1,4.0000,2.0000,2.0000,12.0000,37.0000,3.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,18.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40445.0000,0.0000,12037.0000,2002.0000,FZX,***,3P,000000000,*,00000000000,1030.0000,0.0000,,2598.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,8.0000,30.0000,2.0000,24.0000,14.0000,1.0000,2.0000
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,4.0000,2.0000,0.0000,99.0000,999.0000,99.0000,99.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0000,99.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,40504.0000,0.0000,99999.0000,9999.0000,999,999,99,000000000,9,00000000000,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,10.0000,27.0000,14.0000,0.0000,31.0000,0.0000,1.0000
2FMDA51665BA,2,F,M,D,A,5,1,6,6,5,B,A,4.0000,2.0000,0.0000,12.0000,443.0000,20.0000,4.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0000,99.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,40587.0000,0.0000,12443.0000,2005.0000,FRE,***,SV,000000000,*,00000000000,1208.0000,0.0000,,4275.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,18.0000,12.0000,5.0000,38.0000,0.0000,1.0000
1J4GK48K15W5,1,J,4,G,K,4,8,K,1,5,W,5,5.0000,5.0000,0.0000,2.0000,405.0000,14.0000,5.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,12.0000,0.0000,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,50008.0000,0.0000,2405.0000,2005.0000,SPR,LIB,4W,000000000,G,00000000000,1043.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,5.0000,23.0000,52.0000,39.0000,0.0000,6.0000
KNAFE221X956,K,N,A,F,E,2,2,1,X,9,5,6,5.0000,2.0000,0.0000,63.0000,33.0000,4.0000,5.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,6.0000,1.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,50010.0000,0.0000,63033.0000,2009.0000,SXC,***,4D,000000000,*,00000000000,1028.0000,0.0000,,2701.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,5.0000,23.0000,52.0000,39.0000,0.0000,1.0000
1G6KD57Y99U1,1,G,6,K,D,5,7,Y,9,9,U,1,5.0000,3.0000,0.0000,19.0000,22.0000,4.0000,48.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,50010.0000,0.0000,19022.0000,2009.0000,TDS,***,4D,000000000,*,00000000000,1156.0000,0.0000,,4009.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,5.0000,23.0000,52.0000,39.0000,0.0000,1.0000
3C4FY48B05T6,3,C,4,F,Y,4,8,B,0,5,T,6,5.0000,2.0000,1.0000,6.0000,52.0000,6.0000,5.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,4.0000,2.0000,9.0000,1.0000,0.0000,0.0000,99.0000,8.0000,12.0000,1.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,50033.0000,0.0000,6052.0000,2005.0000,PTC,***,SV,000000000,*,00000000000,1030.0000,0.0000,,3018.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,28.0000,6.0000,50.0000,23.0000,0.0000,1.0000
2G1WT55N8891,2,G,1,W,T,5,5,N,8,8,9,1,5.0000,2.0000,0.0000,20.0000,2.0000,4.0000,5.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,50037.0000,0.0000,20002.0000,2008.0000,IMT,***,4D,000000000,*,00000000000,1105.0000,0.0000,,3555.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,2.0000,4.0000,3.0000,37.0000,34.0000,0.0000,1.0000
