VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1GDP7H1C1XJ5,1,G,D,P,7,H,1,C,1,X,J,5,13.0000,2.0000,0.0000,23.0000,881.0000,63.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,7.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,88.0000,130226.0000,0.0000,23881.0000,1999.0000,7H4,CSR,CC,888888888,D,88888888888,1450.0000,2810.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,3.0000,20.0000,8.0000,33.0000,8.0000,0.0000,1.0000
5NPEU46F26H1,5,N,P,E,U,4,6,F,2,6,H,1,13.0000,2.0000,3.0000,55.0000,33.0000,4.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,130282.0000,0.0000,55033.0000,2006.0000,SGX,***,4D,000000000,*,00000000000,1074.0000,0.0000,,3458.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,4.0000,3.0000,13.0000,50.0000,14.0000,7.0000,1.0000
1XKWD49X76R1,1,X,K,W,D,4,9,X,7,6,R,1,13.0000,3.0000,0.0000,85.0000,884.0000,66.0000,46.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,1.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,130282.0000,0.0000,85884.0000,2006.0000,W90,CON,DS,692522,D,57692522,1600.0000,2850.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,4.0000,3.0000,13.0000,50.0000,14.0000,7.0000,1.0000
2T1BR18E1WC0,2,T,1,B,R,1,8,E,1,W,C,0,13.0000,2.0000,0.0000,49.0000,32.0000,4.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,130293.0000,0.0000,49032.0000,1998.0000,UVL,***,4D,000000000,*,00000000000,970.0000,0.0000,,2414.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,4.0000,11.0000,22.0000,44.0000,14.0000,7.0000,1.0000
2FDKF371XECB,2,F,D,K,F,3,7,1,X,E,C,B,13.0000,2.0000,0.0000,12.0000,881.0000,61.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,2.0000,88.0000,130301.0000,0.0000,12881.0000,1984.0000,F35,COF,CB,888888888,D,88888888888,1330.0000,1610.0000,,,3.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,4.0000,15.0000,6.0000,23.0000,14.0000,1.0000,1.0000
2HSFHAER9TC0,2,H,S,F,H,A,E,R,9,T,C,0,13.0000,2.0000,0.0000,84.0000,881.0000,66.0000,18.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,3.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,130350.0000,0.0000,84881.0000,1996.0000,940,90S,TM,685886,D,57685886,1600.0000,2340.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,20.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,4.0000,16.0000,0.0000,31.0000,12.0000,1.0000,1.0000
1FUPDSZB9XDA,1,F,U,P,D,S,Z,B,9,X,D,A,13.0000,2.0000,0.0000,82.0000,881.0000,66.0000,12.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,1.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,130391.0000,0.0000,82881.0000,1999.0000,FLD,CON,DS,01341303,D,5701341303,0.0000,0.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,20.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,4.0000,3.0000,2.0000,47.0000,12.0000,1.0000,1.0000
1FUJAHCG61LH,1,F,U,J,A,H,C,G,6,1,L,H,13.0000,2.0000,1.0000,82.0000,883.0000,66.0000,40.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,1.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,130480.0000,0.0000,82883.0000,2001.0000,FLD,CON,DS,108860,D,57108860,0.0000,0.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,5.0000,20.0000,3.0000,11.0000,14.0000,11.0000,1.0000
000000000000,0,0,0,0,0,0,0,0,0,0,0,0,13.0000,2.0000,0.0000,99.0000,998.0000,92.0000,0.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,130493.0000,0.0000,99998.0000,1964.0000,999,999,99,000000000,9,00000000000,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,6.0000,1.0000,23.0000,52.0000,14.0000,1.0000,1.0000
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,13.0000,2.0000,0.0000,99.0000,999.0000,99.0000,99.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0000,99.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,130496.0000,0.0000,99999.0000,9999.0000,999,999,99,000000000,9,00000000000,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,6.0000,10.0000,23.0000,3.0000,32.0000,0.0000,1.0000
2NPLLZ9XX6M6,2,N,P,L,L,Z,9,X,X,6,M,6,13.0000,2.0000,1.0000,87.0000,881.0000,63.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,130521.0000,0.0000,87881.0000,2006.0000,335,CON,TM,1528678,D,571528678,0.0000,0.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,3.0000,23.0000,15.0000,5.0000,14.0000,3.0000,1.0000
1FVHC5CVX7HY,1,F,V,H,C,5,C,V,X,7,H,Y,13.0000,3.0000,1.0000,82.0000,881.0000,63.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,130521.0000,0.0000,82881.0000,2007.0000,11M,FM2,TM,1307580,D,571307580,0.0000,0.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,3.0000,23.0000,15.0000,5.0000,14.0000,3.0000,1.0000
1FMPU16L0YLA,1,F,M,P,U,1,6,L,0,Y,L,A,13.0000,2.0000,0.0000,12.0000,422.0000,15.0000,51.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,130537.0000,0.0000,12422.0000,2000.0000,EPT,***,UT,000000000,*,00000000000,1191.0000,0.0000,,5275.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,5.0000,31.0000,20.0000,33.0000,1.0000,0.0000,1.0000
1B7HC13Y9WJ2,1,B,7,H,C,1,3,Y,9,W,J,2,13.0000,2.0000,0.0000,7.0000,482.0000,31.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,130557.0000,0.0000,7482.0000,1998.0000,Q15,RPC,4C,000000000,G,00000000000,1387.0000,1547.0000,,,2.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,7.0000,2.0000,21.0000,24.0000,33.0000,0.0000,1.0000
1GTCS19X0X85,1,G,T,C,S,1,9,X,0,X,8,5,13.0000,2.0000,0.0000,23.0000,471.0000,30.0000,37.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,130564.0000,0.0000,23471.0000,1999.0000,SON,SON,PC,000000000,G,00000000000,1229.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,6.0000,7.0000,21.0000,15.0000,8.0000,0.0000,1.0000
1M2AT04C77M0,1,M,2,A,T,0,4,C,7,7,M,0,13.0000,2.0000,0.0000,86.0000,881.0000,63.0000,13.0000,3.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,1.0000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,4.0000,57.0000,130638.0000,0.0000,86881.0000,2007.0000,CTP,700,TM,956007,D,57956007,0.0000,0.0000,,,8.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,7.0000,16.0000,13.0000,40.0000,8.0000,0.0000,1.0000
000000000000,0,0,0,0,0,0,0,0,0,0,0,0,13.0000,3.0000,1.0000,98.0000,998.0000,93.0000,0.0000,0.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,3.0000,97.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,4.0000,88.0000,130638.0000,0.0000,98998.0000,2006.0000,999,999,99,888888888,9,88888888888,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,7.0000,16.0000,13.0000,40.0000,8.0000,0.0000,1.0000
5TFCV54197X0,5,T,F,C,V,5,4,1,9,7,X,0,13.0000,2.0000,0.0000,49.0000,482.0000,31.0000,47.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,130683.0000,0.0000,49482.0000,2007.0000,DBS,TUN,CW,000000000,G,00000000000,1646.0000,0.0000,,,2.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,8.0000,2.0000,16.0000,51.0000,8.0000,0.0000,1.0000
3N1BC13E47L3,3,N,1,B,C,1,3,E,4,7,L,3,13.0000,2.0000,0.0000,35.0000,50.0000,4.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,130754.0000,0.0000,35050.0000,2007.0000,VSL,***,4H,000000000,*,00000000000,1024.0000,0.0000,,2649.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,8.0000,29.0000,19.0000,27.0000,53.0000,0.0000,1.0000
JTEDP21A0400,J,T,E,D,P,2,1,A,0,4,0,0,13.0000,2.0000,0.0000,49.0000,403.0000,14.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,130764.0000,0.0000,49403.0000,2004.0000,HIG,***,UT,000000000,*,00000000000,1069.0000,0.0000,,3650.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,8.0000,13.0000,14.0000,0.0000,33.0000,0.0000,1.0000
JS3TE9430641,J,S,3,T,E,9,4,3,0,6,4,1,13.0000,2.0000,1.0000,53.0000,404.0000,14.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,130993.0000,0.0000,53404.0000,2006.0000,GVT,***,UT,000000000,*,00000000000,1039.0000,0.0000,,3452.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,10.0000,3.0000,12.0000,22.0000,14.0000,1.0000,1.0000
1FTSX20506EA,1,F,T,S,X,2,0,5,0,6,E,A,13.0000,2.0000,0.0000,12.0000,481.0000,31.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,131014.0000,0.0000,12481.0000,2006.0000,F2S,SRW,4C,000000000,G,00000000000,1420.0000,1580.0000,,,2.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,5.0000,2.0000,22.0000,42.0000,0.0000,1.0000
2C3ED46F6RH2,2,C,3,E,D,4,6,F,6,R,H,2,13.0000,2.0000,0.0000,6.0000,42.0000,4.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,131018.0000,0.0000,6042.0000,1994.0000,NYH,***,4D,000000000,*,00000000000,1130.0000,0.0000,,3457.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,11.0000,7.0000,19.0000,16.0000,14.0000,8.0000,1.0000
1GYEE6375602,1,G,Y,E,E,6,3,7,5,6,0,2,13.0000,2.0000,0.0000,19.0000,20.0000,6.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,131129.0000,0.0000,19020.0000,2006.0000,SRX,***,UT,000000000,*,00000000000,1164.0000,0.0000,,4164.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,23.0000,10.0000,42.0000,14.0000,8.0000,1.0000
1D4GP25R66B7,1,D,4,G,P,2,5,R,6,6,B,7,13.0000,3.0000,0.0000,7.0000,442.0000,20.0000,13.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,131129.0000,0.0000,7442.0000,2006.0000,CAR,***,SV,000000000,*,00000000000,1133.0000,0.0000,,3821.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,12.0000,23.0000,10.0000,42.0000,14.0000,8.0000,1.0000
1GBHC24U54E2,1,G,B,H,C,2,4,U,5,4,E,2,15.0000,2.0000,0.0000,20.0000,481.0000,31.0000,15.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,12.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,150002.0000,0.0000,20481.0000,2004.0000,2CH,SIL,PK,000000000,G,00000000000,1330.0000,0.0000,,,2.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,1.0000,19.0000,57.0000,14.0000,5.0000,1.0000
JT3VN39W1R01,J,T,3,V,N,3,9,W,1,R,0,1,15.0000,2.0000,0.0000,49.0000,401.0000,14.0000,15.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,150010.0000,0.0000,49401.0000,1994.0000,RUN,***,UT,000000000,*,00000000000,1033.0000,0.0000,,4165.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,1.0000,21.0000,13.0000,45.0000,14.0000,1.0000,1.0000
1FAFP34Z03W2,1,F,A,F,P,3,4,Z,0,3,W,2,15.0000,3.0000,0.0000,12.0000,37.0000,4.0000,15.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,2.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,150059.0000,0.0000,12037.0000,2003.0000,FSP,***,4D,000000000,*,00000000000,1030.0000,0.0000,,2564.0000,,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,7.0000,6.0000,20.0000,42.0000,12.0000,5.0000,2.0000
2FMZA524XYBB,2,F,M,Z,A,5,2,4,X,Y,B,B,15.0000,4.0000,0.0000,12.0000,442.0000,20.0000,15.0000,6.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,150059.0000,0.0000,12442.0000,2000.0000,WSE,WIN,ES,000000000,G,00000000000,1207.0000,0.0000,,,1.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,7.0000,6.0000,20.0000,42.0000,12.0000,5.0000,2.0000
1FDXF46F5XEA,1,F,D,X,F,4,6,F,5,X,E,A,15.0000,2.0000,1.0000,12.0000,880.0000,67.0000,15.0000,3.0000,0.0000,0.0000,999.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,96.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,4.0000,15.0000,150061.0000,0.0000,12880.0000,1999.0000,F4D,DRW,CB,000000100,D,15000000100,1410.0000,2010.0000,,,4.0000,0.0000,0.0000,,,,,,,,,,,9.0000,,,,,,,,0.0000,0.0000,0.0000,0.0000,,,99.0000,99.0000,99.0000,,,,7.0000,10.0000,9.0000,45.0000,45.0000,8.0000,1.0000
